order_id,line_id,product_id,quantity,unit_price,discount_pct,line_gross,line_net,has_valid_product,product_category
500013,2,P053,1.0,57.62,15.0,57.62,48.977,True,Grocery
500014,1,P004,1.0,322.4,0.0,322.4,322.4,True,Beauty
500014,2,P019,5.0,442.45,10.0,2212.25,1991.025,True,Electronics
500014,3,P002,2.0,371.04,0.0,742.08,742.08,True,Books
500014,4,P039,2.0,205.5,15.0,411.0,349.34999999999997,True,Beauty
500014,5,P009,2.0,596.33,0.0,1192.66,1192.66,True,Sports
500014,6,P060,2.0,134.41,0.0,268.82,268.82,True,Books
500015,1,P012,1.0,270.67,15.0,270.67,230.0695,True,Beauty
500016,1,P052,2.0,399.4,15.0,798.8,678.9799999999999,True,Sports
500016,2,P022,1.0,52.65,0.0,52.65,52.65,True,Books
500016,3,P005,2.0,164.05,0.0,328.1,328.1,True,Electronics
500016,4,P059,1.0,580.22,0.0,580.22,580.22,True,Grocery
500016,5,P004,2.0,306.36,20.0,612.72,490.17600000000004,True,Beauty
500017,1,P056,1.0,211.41,0.0,211.41,211.41,True,Electronics
500017,2,P059,2.0,548.17,0.0,1096.34,1096.34,True,Grocery
500017,3,P047,5.0,324.18,0.0,1620.9,1620.9,True,Home
500018,1,P035,3.0,555.86,0.0,1667.58,1667.58,True,Grocery
500018,2,P010,2.0,92.44,0.0,184.88,184.88,True,Electronics
500018,3,P034,4.0,376.84,0.0,1507.36,1507.36,True,Electronics
500018,4,P036,4.0,372.73,15.0,1490.92,1267.282,True,Electronics
500019,1,P035,1.0,626.94,0.0,626.94,626.94,True,Grocery
500019,2,P029,1.0,49.58,20.0,49.58,39.664,True,Grocery
500019,3,P059,4.0,628.01,15.0,2512.04,2135.234,True,Grocery
500020,1,P008,1.0,347.91,10.0,347.91,313.119,True,Electronics
500021,1,P047,4.0,345.04,0.0,1380.16,1380.16,True,Home
500022,1,P029,5.0,57.11,20.0,285.55,228.44000000000003,True,Grocery
500022,2,P053,1.0,76.17,0.0,76.17,76.17,True,Grocery
500022,3,P010,2.0,89.23,5.0,178.46,169.537,True,Electronics
500023,1,P017,3.0,82.98,10.0,248.94,224.046,True,Beauty
500023,2,P050,2.0,475.57,0.0,951.14,951.14,True,Grocery
500023,3,P037,5.0,316.46,0.0,1582.3,1582.3,True,Home
500023,4,P018,1.0,81.61,10.0,81.61,73.449,True,Sports
500023,5,P026,1.0,224.08,15.0,224.08,190.46800000000002,True,Beauty
500023,6,P049,1.0,104.86,20.0,104.86,83.888,True,Electronics
500024,1,P034,4.0,317.02,5.0,1268.08,1204.676,True,Electronics
500025,1,P029,2.0,43.9,0.0,87.8,87.8,True,Grocery
500025,2,P060,1.0,178.79,10.0,178.79,160.911,True,Books
500025,3,P012,1.0,299.98,10.0,299.98,269.982,True,Beauty
500025,4,P017,3.0,78.94,10.0,236.82,213.138,True,Beauty
500025,5,P048,1.0,593.13,0.0,593.13,593.13,True,Beauty
500026,1,P025,1.0,138.85,0.0,138.85,138.85,True,Books
500026,2,P042,3.0,367.69,10.0,1103.07,992.7629999999999,True,Beauty
500026,3,P059,4.0,656.75,10.0,2627.0,2364.3,True,Grocery
500027,1,P032,3.0,466.92,0.0,1400.76,1400.76,True,Grocery
500027,2,P032,1.0,548.96,0.0,548.96,548.96,True,Grocery
500027,3,P053,2.0,66.42,20.0,132.84,106.272,True,Grocery
500027,4,P059,2.0,577.69,10.0,1155.38,1039.842,True,Grocery
500027,5,P005,2.0,133.3,0.0,266.6,266.6,True,Electronics
500027,6,P004,2.0,388.82,5.0,777.64,738.7579999999999,True,Beauty
500028,1,P030,2.0,330.91,0.0,661.82,661.82,True,Electronics
500028,2,P018,5.0,66.78,20.0,333.9,267.12,True,Sports
500028,3,P058,1.0,491.28,10.0,491.28,442.152,True,Sports
500028,4,P052,5.0,350.37,0.0,1751.85,1751.85,True,Sports
500029,1,P012,4.0,291.06,20.0,1164.24,931.392,True,Beauty
500029,2,P048,1.0,652.02,5.0,652.02,619.419,True,Beauty
500030,1,P048,1.0,549.44,20.0,549.44,439.5520000000001,True,Beauty
500030,2,P041,2.0,663.46,0.0,1326.92,1326.92,True,Home
500030,3,P007,2.0,416.66,0.0,833.32,833.32,True,Grocery
500030,4,P052,5.0,342.45,0.0,1712.25,1712.25,True,Sports
500030,5,P054,2.0,253.51,10.0,507.02,456.318,True,Home
500031,1,P007,5.0,414.42,15.0,2072.1,1761.2849999999999,True,Grocery
500032,1,P051,2.0,132.23,0.0,264.46,264.46,True,Electronics
500032,2,P011,1.0,395.5,20.0,395.5,316.40000000000003,True,Beauty
500033,1,P010,5.0,84.33,10.0,421.65,379.485,True,Electronics
500033,2,P020,2.0,416.79,0.0,833.58,833.58,True,Home
500033,3,P050,2.0,469.55,0.0,939.1,939.1,True,Grocery
500033,4,P036,1.0,466.69,20.0,466.69,373.35200000000003,True,Electronics
500033,5,P028,1.0,217.06,15.0,217.06,184.501,True,Electronics
500034,1,P012,1.0,252.85,20.0,252.85,202.28,True,Beauty
500034,2,P001,1.0,20.3,0.0,20.3,20.3,True,Grocery
500034,3,P044,1.0,443.5,10.0,443.5,399.15000000000003,True,Electronics
500034,4,P022,1.0,58.0,0.0,58.0,58.0,True,Books
500034,5,P038,2.0,201.26,20.0,402.52,322.016,True,Sports
500035,1,P027,1.0,167.42,0.0,167.42,167.42,True,Grocery
500036,1,P039,1.0,215.91,15.0,215.91,183.52349999999998,True,Beauty
500036,2,P025,2.0,141.32,5.0,282.64,268.508,True,Books
500036,3,P024,2.0,645.32,20.0,1290.64,1032.5120000000002,True,Sports
500036,4,P008,4.0,349.27,15.0,1397.08,1187.5179999999998,True,Electronics
500037,1,P014,2.0,462.58,0.0,925.16,925.16,True,Books
500037,2,P053,1.0,66.6,0.0,66.6,66.6,True,Grocery
500037,3,P045,1.0,334.49,5.0,334.49,317.7655,True,Grocery
500037,4,P042,2.0,390.4,20.0,780.8,624.64,True,Beauty
500037,5,P050,1.0,513.25,20.0,513.25,410.6,True,Grocery
500038,1,P044,3.0,542.32,5.0,1626.96,1545.6119999999999,True,Electronics
500038,2,P008,1.0,324.4,0.0,324.4,324.4,True,Electronics
500038,3,P007,2.0,427.29,0.0,854.58,854.58,True,Grocery
500038,4,P034,1.0,394.88,10.0,394.88,355.392,True,Electronics
500038,5,P044,3.0,480.24,0.0,1440.72,1440.72,True,Electronics
500038,6,P053,5.0,74.3,5.0,371.5,352.925,True,Grocery
500039,1,P037,1.0,379.09,15.0,379.09,322.2265,True,Home
500039,2,P021,4.0,160.72,0.0,642.88,642.88,True,Sports
500039,3,P004,2.0,350.86,15.0,701.72,596.462,True,Beauty
500039,4,P034,1.0,379.12,0.0,379.12,379.12,True,Electronics
500039,5,P028,1.0,226.12,0.0,226.12,226.12,True,Electronics
500039,6,P038,1.0,196.65,0.0,196.65,196.65,True,Sports
500040,1,P018,5.0,75.68,5.0,378.40000000000003,359.48,True,Sports
500040,2,P013,1.0,260.77,5.0,260.77,247.73149999999998,True,Beauty
500040,3,P045,3.0,348.58,10.0,1045.74,941.166,True,Grocery
500041,1,P044,1.0,541.46,10.0,541.46,487.314,True,Electronics
500042,1,P024,5.0,617.37,15.0,3086.85,2623.8224999999998,True,Sports
500042,2,P019,5.0,465.1,20.0,2325.5,1860.4,True,Electronics
500042,3,P019,2.0,472.06,0.0,944.12,944.12,True,Electronics
500042,4,P036,4.0,435.44,0.0,1741.76,1741.76,True,Electronics
500042,5,P051,3.0,132.76,5.0,398.28,378.36599999999993,True,Electronics
500042,6,P009,3.0,546.52,10.0,1639.56,1475.604,True,Sports
500043,1,P023,3.0,60.67,5.0,182.01,172.90949999999998,True,Books
500043,2,P044,1.0,547.3,0.0,547.3,547.3,True,Electronics
500044,1,P060,4.0,169.26,0.0,677.04,677.04,True,Books
500044,2,P026,5.0,229.32,10.0,1146.6,1031.94,True,Beauty
500044,3,P052,2.0,324.7,0.0,649.4,649.4,True,Sports
500045,1,P059,2.0,512.86,0.0,1025.72,1025.72,True,Grocery
500045,2,P058,2.0,471.3,0.0,942.6,942.6,True,Sports
500045,3,P036,2.0,369.26,5.0,738.52,701.5939999999999,True,Electronics
500045,4,P040,3.0,396.44,5.0,1189.32,1129.8539999999998,True,Electronics
500045,5,P051,5.0,143.79,5.0,718.9499999999999,683.0024999999999,True,Electronics
500045,6,P059,4.0,525.57,0.0,2102.28,2102.28,True,Grocery
500046,1,P045,2.0,313.09,0.0,626.18,626.18,True,Grocery
500046,2,P041,3.0,740.24,15.0,2220.7200000000003,1887.612,True,Home
500046,3,P028,1.0,254.02,20.0,254.02,203.216,True,Electronics
500046,4,P025,4.0,113.88,20.0,455.52,364.416,True,Books
500046,5,P042,1.0,424.32,0.0,424.32,424.32,True,Beauty
500047,1,P058,1.0,571.44,10.0,571.44,514.296,True,Sports
500048,1,P031,3.0,55.84,15.0,167.52,142.392,True,Electronics
500048,3,P049,4.0,110.81,15.0,443.24,376.754,True,Electronics
500048,4,P054,4.0,270.68,0.0,1082.72,1082.72,True,Home
500048,5,P055,5.0,484.39,10.0,2421.95,2179.755,True,Beauty
500049,1,P029,3.0,52.02,10.0,156.06,140.454,True,Grocery
500049,2,P030,4.0,386.3,15.0,1545.2,1313.42,True,Electronics
500049,3,P026,2.0,197.42,0.0,394.84,394.84,True,Beauty
500050,1,P013,4.0,303.46,0.0,1213.84,1213.84,True,Beauty
500050,2,P027,3.0,170.89,5.0,512.67,487.03649999999993,True,Grocery
500050,3,P044,2.0,519.03,0.0,1038.06,1038.06,True,Electronics
500050,4,P037,5.0,394.92,15.0,1974.6000000000001,1678.41,True,Home
500051,1,P001,2.0,19.8,0.0,39.6,39.6,True,Grocery
500051,2,P052,4.0,300.36,0.0,1201.44,1201.44,True,Sports
500051,3,P034,2.0,359.05,20.0,718.1,574.48,True,Electronics
500052,1,P016,3.0,547.79,10.0,1643.37,1479.033,True,Grocery
500052,2,P010,2.0,104.6,10.0,209.2,188.28,True,Electronics
500052,3,P054,1.0,267.61,0.0,267.61,267.61,True,Home
500052,4,P029,1.0,52.95,0.0,52.95,52.95,True,Grocery
500052,5,P059,4.0,570.34,10.0,2281.36,2053.224,True,Grocery
500052,6,P059,1.0,600.03,0.0,600.03,600.03,True,Grocery
500053,1,P015,2.0,441.38,10.0,882.76,794.484,True,Books
500053,2,P005,2.0,151.2,0.0,302.4,302.4,True,Electronics
500053,3,P013,1.0,240.91,0.0,240.91,240.91,True,Beauty
500053,4,P051,1.0,145.96,20.0,145.96,116.76800000000001,True,Electronics
500054,1,P040,1.0,444.3,0.0,444.3,444.3,True,Electronics
500054,2,P025,2.0,130.35,20.0,260.7,208.56,True,Books
500054,3,P039,2.0,195.81,5.0,391.62,372.039,True,Beauty
500054,4,P015,2.0,447.66,5.0,895.32,850.554,True,Books
500054,5,P053,1.0,69.09,10.0,69.09,62.181000000000004,True,Grocery
500055,1,P030,3.0,371.99,20.0,1115.97,892.7760000000001,True,Electronics
500055,2,P024,3.0,642.08,10.0,1926.2400000000002,1733.6160000000002,True,Sports
500055,3,P043,2.0,416.13,10.0,832.26,749.034,True,Beauty
500055,4,P040,2.0,418.14,0.0,836.28,836.28,True,Electronics
500055,5,P007,2.0,349.64,0.0,699.28,699.28,True,Grocery
500055,6,P036,2.0,432.85,0.0,865.7,865.7,True,Electronics
500056,1,P027,2.0,147.53,0.0,295.06,295.06,True,Grocery
500056,2,P023,2.0,63.57,5.0,127.14,120.783,True,Books
500056,3,P029,1.0,46.68,10.0,46.68,42.012,True,Grocery
500056,4,P041,1.0,643.86,10.0,643.86,579.474,True,Home
500057,1,P041,1.0,624.46,5.0,624.46,593.237,True,Home
500057,2,P028,4.0,217.73,0.0,870.92,870.92,True,Electronics
500057,3,P016,1.0,561.21,0.0,561.21,561.21,True,Grocery
500058,1,P018,2.0,67.17,0.0,134.34,134.34,True,Sports
500058,2,P044,1.0,531.28,20.0,531.28,425.024,True,Electronics
500058,3,P005,1.0,168.74,20.0,168.74,134.99200000000002,True,Electronics
500058,4,P009,4.0,695.28,0.0,2781.12,2781.12,True,Sports
500058,5,P020,2.0,382.36,0.0,764.72,764.72,True,Home
500059,1,P028,2.0,241.09,10.0,482.18,433.962,True,Electronics
500059,2,P003,1.0,338.12,0.0,338.12,338.12,True,Home
500059,3,P038,2.0,186.33,0.0,372.66,372.66,True,Sports
500060,1,P001,1.0,22.44,0.0,22.44,22.44,True,Grocery
500060,2,P003,5.0,390.82,15.0,1954.1,1660.985,True,Home
500060,3,P047,4.0,321.3,0.0,1285.2,1285.2,True,Home
500060,4,P026,1.0,237.76,20.0,237.76,190.208,True,Beauty
500060,5,P053,4.0,75.67,0.0,302.68,302.68,True,Grocery
500060,6,P031,1.0,42.87,15.0,42.87,36.439499999999995,True,Electronics
500061,1,P008,4.0,339.47,10.0,1357.88,1222.092,True,Electronics
500061,2,P038,1.0,236.34,5.0,236.34,224.523,True,Sports
500061,3,P012,1.0,304.55,0.0,304.55,304.55,True,Beauty
500061,4,P026,2.0,234.98,10.0,469.96,422.964,True,Beauty
500061,5,P027,1.0,167.62,20.0,167.62,134.096,True,Grocery
500061,6,P029,5.0,52.57,20.0,262.85,210.28000000000003,True,Grocery
500062,1,P022,1.0,56.95,10.0,56.95,51.255,True,Books
500062,2,P029,3.0,54.41,0.0,163.23,163.23,True,Grocery
500063,1,P010,1.0,95.91,0.0,95.91,95.91,True,Electronics
500063,2,P027,5.0,147.79,10.0,738.9499999999999,665.055,True,Grocery
500063,3,P015,2.0,419.79,0.0,839.58,839.58,True,Books
500064,1,P034,5.0,346.96,20.0,1734.8,1387.8400000000001,True,Electronics
500065,1,P060,1.0,142.91,0.0,142.91,142.91,True,Books
500066,1,P051,3.0,118.94,0.0,356.82,356.82,True,Electronics
500066,2,P058,2.0,514.8,5.0,1029.6,978.1199999999999,True,Sports
500066,3,P044,4.0,461.24,0.0,1844.96,1844.96,True,Electronics
500066,4,P044,2.0,474.15,0.0,948.3,948.3,True,Electronics
500067,1,P019,3.0,480.54,15.0,1441.6200000000001,1225.3770000000002,True,Electronics
500067,2,P059,2.0,544.68,20.0,1089.36,871.4879999999999,True,Grocery
500067,3,P053,1.0,73.64,5.0,73.64,69.958,True,Grocery
500067,4,P052,1.0,312.32,5.0,312.32,296.704,True,Sports
500067,5,P051,4.0,123.06,20.0,492.24,393.79200000000003,True,Electronics
500067,6,P008,4.0,308.38,0.0,1233.52,1233.52,True,Electronics
500068,1,P028,1.0,208.97,5.0,208.97,198.5215,True,Electronics
500068,2,P017,2.0,95.93,0.0,191.86,191.86,True,Beauty
500068,3,P028,5.0,241.43,15.0,1207.15,1026.0775,True,Electronics
500069,1,P028,2.0,244.4,20.0,488.8,391.04,True,Electronics
500069,2,P019,2.0,487.24,0.0,974.48,974.48,True,Electronics
500070,1,P042,1.0,368.67,0.0,368.67,368.67,True,Beauty
500070,2,P040,3.0,450.68,0.0,1352.04,1352.04,True,Electronics
500070,3,P033,4.0,159.92,5.0,639.68,607.6959999999999,True,Sports
500070,4,P012,2.0,271.64,5.0,543.28,516.116,True,Beauty
500071,1,P010,3.0,88.06,0.0,264.18,264.18,True,Electronics
500072,1,P022,2.0,56.3,0.0,112.6,112.6,True,Books
500073,1,P030,2.0,361.93,10.0,723.86,651.474,True,Electronics
500073,2,P043,1.0,407.35,20.0,407.35,325.88000000000005,True,Beauty
500073,3,P040,1.0,375.44,5.0,375.44,356.668,True,Electronics
500073,4,P037,2.0,390.68,5.0,781.36,742.292,True,Home
500073,5,P034,1.0,372.68,0.0,372.68,372.68,True,Electronics
500073,6,P044,4.0,508.66,15.0,2034.64,1729.444,True,Electronics
500074,1,P044,1.0,435.51,0.0,435.51,435.51,True,Electronics
500074,2,P012,2.0,259.78,0.0,519.56,519.56,True,Beauty
500074,3,P051,5.0,146.97,5.0,734.85,698.1075,True,Electronics
500074,4,P057,5.0,405.45,15.0,2027.25,1723.1625,True,Grocery
500075,1,P002,2.0,430.48,5.0,860.96,817.912,True,Books
500075,2,P057,1.0,423.3,15.0,423.3,359.805,True,Grocery
500075,3,P043,4.0,315.96,0.0,1263.84,1263.84,True,Beauty
500075,4,P008,2.0,325.87,5.0,651.74,619.153,True,Electronics
500076,1,P003,4.0,421.31,5.0,1685.24,1600.9779999999998,True,Home
500076,2,P005,2.0,140.55,0.0,281.1,281.1,True,Electronics
500076,3,P003,3.0,436.09,15.0,1308.27,1112.0294999999999,True,Home
500076,4,P057,1.0,396.56,15.0,396.56,337.07599999999996,True,Grocery
500077,1,P022,5.0,60.22,15.0,301.1,255.935,True,Books
500078,1,P030,1.0,349.0,10.0,349.0,314.1,True,Electronics
500078,2,P028,1.0,200.72,10.0,200.72,180.648,True,Electronics
500078,3,P031,3.0,49.17,20.0,147.51,118.008,True,Electronics
500078,4,P057,2.0,478.96,0.0,957.92,957.92,True,Grocery
500078,5,P052,3.0,301.92,20.0,905.76,724.6080000000001,True,Sports
500079,1,P053,5.0,72.85,20.0,364.25,291.40000000000003,True,Grocery
500079,2,P016,1.0,704.67,5.0,704.67,669.4364999999999,True,Grocery
500079,3,P026,1.0,192.01,10.0,192.01,172.809,True,Beauty
500079,4,P005,1.0,152.4,20.0,152.4,121.92000000000002,True,Electronics
500079,5,P009,2.0,568.35,20.0,1136.7,909.3600000000001,True,Sports
500079,6,P046,2.0,38.71,0.0,77.42,77.42,True,Electronics
500080,1,P016,5.0,616.6,5.0,3083.0,2928.85,True,Grocery
500080,2,P017,5.0,75.25,5.0,376.25,357.4375,True,Beauty
500080,3,P032,4.0,518.67,0.0,2074.68,2074.68,True,Grocery
500080,4,P038,2.0,231.19,5.0,462.38,439.26099999999997,True,Sports
500080,5,P058,5.0,493.05,20.0,2465.25,1972.2,True,Sports
500081,1,P054,5.0,325.75,15.0,1628.75,1384.4375,True,Home
500081,2,P046,3.0,47.31,0.0,141.93,141.93,True,Electronics
500082,1,P016,4.0,711.2,15.0,2844.8,2418.08,True,Grocery
500082,2,P045,2.0,319.21,5.0,638.42,606.4989999999999,True,Grocery
500082,3,P007,2.0,398.48,5.0,796.96,757.112,True,Grocery
500082,4,P016,4.0,659.26,0.0,2637.04,2637.04,True,Grocery
500083,1,P024,5.0,617.17,15.0,3085.85,2622.9725,True,Sports
500083,2,P022,1.0,54.82,10.0,54.82,49.338,True,Books
500083,3,P006,2.0,248.76,0.0,497.52,497.52,True,Sports
500083,4,P048,2.0,593.35,5.0,1186.7,1127.365,True,Beauty
500083,5,P024,5.0,620.22,15.0,3101.1000000000004,2635.9350000000004,True,Sports
500084,1,P045,5.0,305.34,10.0,1526.6999999999998,1374.03,True,Grocery
500084,2,P039,5.0,247.5,0.0,1237.5,1237.5,True,Beauty
500085,1,P052,2.0,387.81,15.0,775.62,659.2769999999999,True,Sports
500086,1,P025,1.0,129.21,15.0,129.21,109.8285,True,Books
500086,2,P002,1.0,438.26,0.0,438.26,438.26,True,Books
500086,3,P036,2.0,428.08,10.0,856.16,770.544,True,Electronics
500086,4,P018,4.0,64.45,5.0,257.8,244.91,True,Sports
500086,5,P005,3.0,137.19,20.0,411.57,329.25600000000003,True,Electronics
500087,1,P019,4.0,435.19,0.0,1740.76,1740.76,True,Electronics
500087,2,P028,5.0,253.9,5.0,1269.5,1206.0249999999999,True,Electronics
500087,3,P046,3.0,46.73,10.0,140.19,126.171,True,Electronics
500087,4,P041,4.0,588.22,5.0,2352.88,2235.236,True,Home
500087,5,P030,2.0,359.35,0.0,718.7,718.7,True,Electronics
500088,1,P013,1.0,239.38,0.0,239.38,239.38,True,Beauty
500088,2,P012,1.0,234.89,0.0,234.89,234.89,True,Beauty
500088,3,P047,4.0,349.26,20.0,1397.04,1117.632,True,Home
500089,1,P014,1.0,525.98,20.0,525.98,420.78400000000005,True,Books
500089,2,P049,5.0,112.98,15.0,564.9,480.16499999999996,True,Electronics
500089,3,P045,3.0,323.19,20.0,969.5699999999999,775.656,True,Grocery
500089,4,P042,2.0,380.02,5.0,760.04,722.0379999999999,True,Beauty
500089,5,P025,3.0,141.57,20.0,424.71,339.76800000000003,True,Books
500090,1,P039,5.0,224.97,20.0,1124.85,899.88,True,Beauty
500090,2,P052,2.0,397.24,0.0,794.48,794.48,True,Sports
500090,3,P009,1.0,721.6,0.0,721.6,721.6,True,Sports
500090,4,P041,2.0,695.74,0.0,1391.48,1391.48,True,Home
500091,1,P014,5.0,413.33,15.0,2066.65,1756.6525,True,Books
500091,2,P030,1.0,332.46,20.0,332.46,265.968,True,Electronics
500091,3,P029,5.0,42.73,15.0,213.64999999999998,181.60249999999996,True,Grocery
500092,1,P040,1.0,438.67,5.0,438.67,416.7365,True,Electronics
500092,2,P031,1.0,52.04,5.0,52.04,49.437999999999995,True,Electronics
500094,1,P043,1.0,323.57,5.0,323.57,307.39149999999995,True,Beauty
500094,2,P049,1.0,114.31,5.0,114.31,108.5945,True,Electronics
500094,3,P058,4.0,466.99,20.0,1867.96,1494.3680000000002,True,Sports
500094,4,P023,3.0,62.23,15.0,186.69,158.6865,True,Books
500094,5,P014,2.0,410.02,10.0,820.04,738.036,True,Books
500094,6,P006,5.0,248.59,0.0,1242.95,1242.95,True,Sports
500095,1,P015,1.0,426.47,20.0,426.47,341.17600000000004,True,Books
500095,2,P036,5.0,395.02,0.0,1975.1,1975.1,True,Electronics
500095,3,P060,3.0,171.6,10.0,514.8,463.32,True,Books
500095,4,P057,2.0,441.27,0.0,882.54,882.54,True,Grocery
500096,1,P029,2.0,55.38,0.0,110.76,110.76,True,Grocery
500096,2,P023,1.0,61.37,0.0,61.37,61.37,True,Books
500096,3,P024,1.0,643.39,5.0,643.39,611.2204999999999,True,Sports
500096,4,P034,4.0,355.38,0.0,1421.52,1421.52,True,Electronics
500096,5,P007,1.0,331.53,0.0,331.53,331.53,True,Grocery
500096,6,P038,1.0,224.58,10.0,224.58,202.122,True,Sports
500097,1,P055,5.0,503.28,0.0,2516.3999999999996,2516.3999999999996,True,Beauty
500098,1,P004,2.0,369.18,15.0,738.36,627.606,True,Beauty
500099,1,P029,2.0,53.07,20.0,106.14,84.912,True,Grocery
500099,2,P020,5.0,359.1,0.0,1795.5,1795.5,True,Home
500099,3,P033,1.0,162.69,0.0,162.69,162.69,True,Sports
500099,4,P041,1.0,667.91,5.0,667.91,634.5144999999999,True,Home
500099,5,P044,2.0,505.12,0.0,1010.24,1010.24,True,Electronics
500099,6,P036,2.0,448.81,10.0,897.62,807.8580000000001,True,Electronics
500100,1,P035,1.0,597.1,10.0,597.1,537.39,True,Grocery
500101,1,P023,2.0,54.2,0.0,108.4,108.4,True,Books
500101,2,P028,5.0,206.45,0.0,1032.25,1032.25,True,Electronics
500101,3,P016,5.0,724.31,20.0,3621.5499999999997,2897.24,True,Grocery
500101,4,P012,2.0,283.72,0.0,567.44,567.44,True,Beauty
500102,1,P006,5.0,241.79,5.0,1208.95,1148.5025,True,Sports
500102,2,P017,1.0,87.76,20.0,87.76,70.20800000000001,True,Beauty
500103,1,P038,5.0,205.65,0.0,1028.25,1028.25,True,Sports
500104,1,P033,3.0,135.85,0.0,407.54999999999995,407.54999999999995,True,Sports
500104,2,P001,3.0,22.15,15.0,66.44999999999999,56.48249999999999,True,Grocery
500104,3,P013,1.0,294.6,0.0,294.6,294.6,True,Beauty
500105,1,P051,2.0,126.75,0.0,253.5,253.5,True,Electronics
500105,2,P028,1.0,225.68,5.0,225.68,214.396,True,Electronics
500105,3,P023,5.0,53.28,20.0,266.4,213.12,True,Books
500106,1,P007,3.0,395.47,10.0,1186.41,1067.769,True,Grocery
500106,2,P050,2.0,452.83,0.0,905.66,905.66,True,Grocery
500106,3,P052,5.0,358.72,15.0,1793.6000000000001,1524.5600000000002,True,Sports
500106,4,P026,2.0,222.16,0.0,444.32,444.32,True,Beauty
500106,5,P026,5.0,190.39,10.0,951.9499999999999,856.755,True,Beauty
500107,1,P018,3.0,69.93,15.0,209.79000000000002,178.32150000000001,True,Sports
500107,2,P002,2.0,476.04,0.0,952.08,952.08,True,Books
500107,3,P048,5.0,682.28,20.0,3411.3999999999996,2729.12,True,Beauty
500107,4,P044,1.0,410.66,15.0,410.66,349.06100000000004,True,Electronics
500107,5,P009,5.0,656.67,0.0,3283.35,3283.35,True,Sports
500107,6,P003,2.0,439.31,15.0,878.62,746.827,True,Home
500108,1,P046,5.0,47.4,5.0,237.0,225.14999999999998,True,Electronics
500108,2,P023,5.0,60.33,20.0,301.65,241.32,True,Books
500108,3,P035,3.0,530.29,10.0,1590.87,1431.783,True,Grocery
500108,4,P039,2.0,188.83,0.0,377.66,377.66,True,Beauty
500108,5,P015,4.0,504.0,0.0,2016.0,2016.0,True,Books
500108,6,P053,2.0,65.8,15.0,131.6,111.85999999999999,True,Grocery
500109,1,P024,5.0,585.81,20.0,2929.0499999999997,2343.24,True,Sports
500109,2,P007,4.0,438.95,10.0,1755.8,1580.22,True,Grocery
500109,3,P034,4.0,379.37,10.0,1517.48,1365.732,True,Electronics
