order_id,customer_id,order_date,order_status,sales_channel,currency,customer_segment,order_expected_amount,total_cash_collected_amount,total_refund_amount,net_collected_amount,points_used,payment_event_count,installment_event_count,latest_payment_status,has_customer,has_any_payment,has_successful_payment,has_pending_payment,has_refund,is_fully_paid,is_partially_paid,is_overpaid,is_valid_revenue
500028,10211,2026-04-01,pending,store,CHF,B2C,3122.942,3122.94,0.0,3122.94,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500029,10031,2026-02-15,paid,online,CHF,B2C,1550.8110000000001,1550.81,775.4,775.41,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,True
500030,10243,2026-03-28,paid,mobile_app,CHF,VIP,4768.360000000001,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500031,10005,2026-01-30,paid,online,CHF,B2C,1761.2849999999999,1761.28,0.0,1761.28,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500032,10211,2026-04-19,paid,online,CHF,B2C,580.86,580.86,0.0,580.86,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500033,10162,2026-02-16,paid,store,CHF,B2C,2710.018,2710.02,0.0,2710.02,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500034,10010,2026-03-28,paid,online,CHF,B2B,1001.7460000000001,1001.75,0.0,1001.75,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500036,10130,2026-02-16,paid,store,CHF,B2C,2672.0615,2672.06,0.0,2672.06,0.0,2.0,2.0,success,True,True,True,False,False,False,True,False,True
500037,10126,2026-03-25,paid,online,CHF,B2C,2344.7655,2344.77,0.0,2344.77,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500038,10011,2026-03-23,paid,store,CHF,B2C,4873.629,4873.63,0.0,4873.63,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500039,10178,2026-01-18,refunded,online,CHF,B2C,2363.4585,2363.46,0.0,2363.46,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,False
500040,10159,2026-03-07,paid,store,CHF,B2C,1548.3775,544.52,0.0,544.52,0.0,2.0,2.0,pending,True,True,True,True,False,False,True,False,True
500041,10056,2026-03-09,refunded,mobile_app,CHF,VIP,487.314,487.31,0.0,487.31,0.0,2.0,2.0,success,True,True,True,False,False,False,True,False,False
500042,10207,2026-04-04,paid,store,CHF,B2C,9024.0725,9004.07,0.0,9004.07,20.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500043,10201,2026-02-02,pending,online,CHF,B2C,720.2094999999999,720.21,0.0,720.21,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,False
500044,10215,2026-02-05,pending,online,CHF,B2B,2358.38,2358.38,0.0,2358.38,0.0,2.0,2.0,success,True,True,True,False,False,True,False,False,False
500045,10083,2026-03-23,paid,online,CHF,B2C,6585.050499999999,6585.05,0.0,6585.05,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500046,10137,2026-04-11,paid,store,CHF,B2C,3505.7439999999997,3505.74,0.0,3505.74,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500047,10099,2026-01-19,paid,online,CHF,B2C,514.296,261.09,0.0,261.09,0.0,2.0,2.0,pending,True,True,True,True,False,False,True,False,True
500048,10149,2026-04-21,pending,online,CHF,B2C,4638.6810000000005,4638.68,0.0,4638.68,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500049,10073,2026-01-28,paid,store,CHF,B2C,1848.714,1848.71,0.0,1848.71,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500050,10156,2026-02-09,paid,store,CHF,B2C,4417.3465,4417.35,0.0,4417.35,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500051,10190,2026-03-25,paid,online,CHF,B2C,1815.52,1815.52,0.0,1815.52,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500052,10238,2026-04-23,pending,online,CHF,B2C,4641.1269999999995,4641.13,0.0,4641.13,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,False
500053,10115,2026-04-07,pending,store,CHF,B2C,1454.5620000000001,1454.56,0.0,1454.56,0.0,2.0,2.0,success,True,True,True,False,False,False,True,False,False
500054,10007,2026-03-17,refunded,store,CHF,B2C,1937.634,1937.63,0.0,1937.63,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,False
500055,10080,2026-04-25,paid,store,CHF,B2C,5776.686000000001,5776.69,0.0,5776.69,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500056,10144,2026-01-15,paid,online,CHF,B2C,1037.3290000000002,1037.33,0.0,1037.33,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500057,10097,2026-02-10,paid,online,CHF,B2C,2025.367,2025.37,0.0,2025.37,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500058,10004,2026-02-08,paid,online,CHF,B2C,4240.196,4240.2,0.0,4240.2,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500059,10004,2026-01-02,paid,mobile_app,CHF,B2C,1144.742,1144.74,0.0,1144.74,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500060,10103,2026-03-04,paid,online,CHF,B2C,3497.9525,3497.95,0.0,3497.95,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500061,10040,2026-01-29,paid,store,CHF,B2C,2518.505,2518.51,0.0,2518.51,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500062,10017,2026-04-15,paid,store,CHF,B2C,214.48499999999999,214.48000000000002,0.0,214.48000000000002,0.0,2.0,2.0,success,True,True,True,False,False,False,True,False,True
500063,10101,2026-03-15,pending,store,CHF,B2C,1600.545,1600.55,400.14,1200.4099999999999,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,False
500064,10103,2026-03-07,paid,mobile_app,CHF,B2C,1387.8400000000001,1387.84,0.0,1387.84,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500065,10124,2026-02-20,pending,online,CHF,B2C,142.91,142.91,0.0,142.91,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,False
500066,10052,2026-03-16,paid,store,CHF,B2B,4128.2,4128.2,0.0,4128.2,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500067,10221,2026-03-18,paid,store,CHF,B2C,4090.839,4090.84,2045.42,2045.42,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,True
500068,10052,2026-01-10,paid,online,CHF,B2B,1416.459,1416.46,0.0,1416.46,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500069,10164,2026-01-14,paid,online,CHF,B2C,1365.52,1365.52,682.76,682.76,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,True
500070,10124,2026-03-23,paid,store,CHF,B2C,2844.522,2844.52,0.0,2844.52,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500071,10166,2026-02-20,paid,mobile_app,CHF,B2B,264.18,264.18,0.0,264.18,0.0,2.0,0.0,success,True,True,True,False,False,True,False,False,True
500072,10231,2026-04-28,paid,online,CHF,B2B,112.6,112.6,0.0,112.6,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500073,10178,2026-03-14,paid,store,CHF,B2C,4178.438,4178.44,0.0,4178.44,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500074,10063,2026-02-08,paid,mobile_app,CHF,B2B,3376.3399999999997,3376.34,0.0,3376.34,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500075,10229,2026-01-28,refunded,store,CHF,B2B,3060.71,3060.71,0.0,3060.71,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,False
500076,10116,2026-01-03,cancelled,mobile_app,CHF,B2B,3331.1834999999996,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False
500077,10191,2026-03-25,cancelled,mobile_app,CHF,B2C,255.935,255.94,0.0,255.94,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,False
500078,10062,2026-03-11,paid,online,CHF,B2C,2295.284,2295.28,0.0,2295.28,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500079,10227,2026-01-27,cancelled,online,CHF,VIP,2242.3455000000004,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False
500080,10007,2026-04-27,cancelled,store,CHF,B2C,7772.4285,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False
500081,10155,2026-01-02,paid,mobile_app,CHF,VIP,1526.3675,1526.37,152.64,1373.73,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,True
500082,10092,2026-04-03,refunded,online,CHF,B2B,6418.731,6418.73,0.0,6418.73,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500083,10214,2026-02-07,paid,online,CHF,B2C,6933.1305,6933.13,0.0,6933.13,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500084,10014,2026-01-03,refunded,mobile_app,CHF,B2C,2611.5299999999997,2611.53,0.0,2611.53,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,False
500085,10199,2026-01-16,pending,mobile_app,CHF,B2B,659.2769999999999,659.28,0.0,659.28,0.0,2.0,2.0,success,True,True,True,False,False,True,False,True,False
500086,10229,2026-04-04,paid,online,CHF,B2B,1892.7985,1892.8,1892.8,0.0,0.0,2.0,0.0,refunded,True,True,True,False,True,False,False,False,False
500087,10086,2026-02-09,paid,store,CHF,B2C,6026.892,6026.89,0.0,6026.89,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500088,10133,2026-01-02,refunded,mobile_app,CHF,B2C,1591.902,1591.9,0.0,1591.9,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,False
500089,10183,2026-03-22,paid,online,CHF,VIP,2738.411,2738.41,0.0,2738.41,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500090,10130,2026-02-10,paid,mobile_app,CHF,B2C,3807.44,3807.44,0.0,3807.44,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500091,10062,2026-01-12,refunded,online,CHF,B2C,2204.223,2204.22,0.0,2204.22,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500092,10219,2026-02-04,paid,store,CHF,B2C,466.17449999999997,0.0,0.0,0.0,50.0,1.0,0.0,success,True,True,True,False,False,False,False,False,False
500093,10149,2026-04-17,paid,store,CHF,B2C,50.29,50.29,0.0,50.29,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500094,10246,2026-03-06,paid,online,CHF,VIP,4050.0265,4050.03,0.0,4050.03,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500095,10230,2026-02-24,paid,online,CHF,B2C,3662.1359999999995,3662.14,0.0,3662.14,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500096,10079,2026-02-14,paid,store,CHF,B2C,2738.5225,2738.52,0.0,2738.52,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500097,10149,2026-03-20,paid,online,CHF,B2C,2516.3999999999996,2516.4,0.0,2516.4,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500098,10138,2026-03-31,paid,store,CHF,B2B,627.606,627.61,0.0,627.61,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500099,10215,2026-04-11,paid,online,CHF,B2B,4495.7145,4495.71,0.0,4495.71,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500100,10058,2026-03-26,cancelled,online,CHF,B2C,537.39,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False
500101,10120,2026-03-03,paid,store,CHF,B2C,4605.33,4605.33,0.0,4605.33,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500102,10167,2026-02-18,paid,store,CHF,B2C,1218.7105000000001,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500103,10133,2026-04-05,paid,store,CHF,B2C,1028.25,1028.25,0.0,1028.25,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500104,10065,2026-01-25,paid,online,CHF,B2C,758.6324999999999,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500105,10013,2026-01-23,paid,store,CHF,B2B,681.016,681.02,0.0,681.02,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500106,10213,2026-01-24,paid,store,CHF,B2C,4799.064,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500108,10242,2026-01-28,paid,mobile_app,CHF,VIP,4403.773,0.0,0.0,0.0,20.0,1.0,0.0,success,True,True,True,False,False,False,False,False,False
500109,10237,2026-01-21,paid,online,CHF,B2C,5289.192,5289.19,0.0,5289.19,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500110,10213,2026-02-23,paid,mobile_app,CHF,B2C,1973.6640000000002,1973.66,0.0,1973.66,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500111,10181,2026-04-17,paid,store,CHF,B2C,3142.6500000000005,3142.65,0.0,3142.65,0.0,2.0,2.0,success,True,True,True,False,False,False,True,False,True
500112,10082,2026-01-18,paid,online,CHF,B2C,2317.478,2317.48,0.0,2317.48,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500113,10229,2026-02-05,paid,online,CHF,B2B,2606.8360000000002,2606.84,0.0,2606.84,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500114,10173,2026-04-09,paid,online,CHF,B2C,3435.507,3435.51,0.0,3435.51,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500115,10160,2026-02-14,paid,store,CHF,B2B,4635.849999999999,4635.85,0.0,4635.85,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500116,10164,2026-04-29,paid,online,CHF,B2C,195.56799999999998,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500117,10209,2026-03-14,paid,store,CHF,B2C,613.9520000000001,613.95,0.0,613.95,0.0,2.0,2.0,success,True,True,True,False,False,False,True,False,True
500118,10227,2026-02-22,paid,online,CHF,VIP,853.651,853.65,0.0,853.65,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500119,10241,2026-04-12,paid,store,CHF,VIP,607.1039999999999,607.1,0.0,607.1,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500120,10188,2026-01-30,paid,store,CHF,B2C,520.323,520.32,0.0,520.32,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500121,10139,2026-03-01,paid,store,CHF,B2C,2720.2325,2720.23,0.0,2720.23,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500122,10191,2026-04-18,paid,store,CHF,B2C,4158.41,4158.41,0.0,4158.41,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500123,10149,2026-04-08,paid,online,CHF,B2C,3962.5855,3962.5899999999997,0.0,3962.5899999999997,0.0,2.0,2.0,success,True,True,True,False,False,True,False,True,True
500124,10052,2026-02-01,paid,store,CHF,B2B,2053.3885,2053.39,513.35,1540.04,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,True
500125,10183,2026-03-08,paid,mobile_app,CHF,VIP,5763.789,5763.79,0.0,5763.79,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500126,10117,2026-03-08,paid,store,CHF,B2B,2421.972,2421.97,0.0,2421.97,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500127,10026,2026-01-28,paid,store,CHF,B2B,3485.0815,3465.08,0.0,3465.08,20.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500128,10196,2026-02-13,paid,online,CHF,B2C,2884.07,2884.07,0.0,2884.07,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500129,10034,2026-03-20,pending,store,CHF,VIP,1736.3310000000001,1736.33,0.0,1736.33,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500130,10052,2026-02-10,paid,online,CHF,B2B,6317.8655,6317.87,0.0,6317.87,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
500131,10112,2026-03-04,cancelled,online,CHF,B2C,3948.427,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False
500132,10082,2026-01-23,paid,store,CHF,B2C,424.19,424.19,0.0,424.19,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500133,10232,2026-04-14,paid,store,CHF,B2C,2315.156,0.0,0.0,0.0,100.0,1.0,0.0,success,True,True,True,False,False,False,False,False,False
500134,10227,2026-03-16,paid,store,CHF,VIP,3427.5215,3427.52,0.0,3427.52,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500135,10233,2026-02-17,paid,store,CHF,B2C,2983.51,2983.51,0.0,2983.51,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500136,10221,2026-02-01,paid,store,CHF,B2C,5656.4455,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500137,10180,2026-02-26,pending,store,CHF,B2C,840.72,840.72,0.0,840.72,0.0,2.0,2.0,success,True,True,True,False,False,True,False,False,False
500138,10157,2026-04-28,paid,store,CHF,B2C,1509.713,1509.71,0.0,1509.71,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500139,10166,2026-04-10,pending,online,CHF,B2B,381.81,381.81,0.0,381.81,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,False
500140,10042,2026-02-02,paid,online,CHF,B2C,6136.7505,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500141,10021,2026-01-24,cancelled,online,CHF,B2C,1476.33,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False
500142,10042,2026-02-08,paid,store,CHF,B2C,2300.648,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500143,10141,2026-02-03,cancelled,store,CHF,VIP,1085.0625,1085.06,0.0,1085.06,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500144,10113,2026-02-25,paid,mobile_app,CHF,VIP,35.275,35.27,0.0,35.27,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500145,10105,2026-01-28,paid,online,CHF,VIP,2786.306,2786.31,0.0,2786.31,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500146,10192,2026-02-06,paid,mobile_app,CHF,B2B,688.4745,668.47,0.0,668.47,20.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500147,10017,2026-01-07,cancelled,store,CHF,B2C,960.7394999999999,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False
500148,10120,2026-03-09,paid,online,CHF,B2C,1210.072,1210.07,0.0,1210.07,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500149,10137,2026-02-06,pending,online,CHF,B2C,2986.1355000000003,2976.14,0.0,2976.14,10.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500150,10169,2026-02-25,paid,store,CHF,B2C,5073.941,5073.9400000000005,0.0,5073.9400000000005,0.0,2.0,2.0,success,True,True,True,False,False,False,True,False,True
500151,10129,2026-03-06,pending,online,CHF,B2C,1428.0379999999998,1428.04,357.01,1071.03,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,False
500152,10130,2026-03-06,pending,online,CHF,B2C,998.1899999999999,0.0,0.0,0.0,10.0,1.0,0.0,success,True,True,True,False,False,False,False,False,False
500153,10060,2026-02-16,pending,store,CHF,B2C,3058.071,3058.07,0.0,3058.07,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500154,10048,2026-01-20,paid,store,CHF,B2C,154.44,154.44,0.0,154.44,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500155,10029,2026-01-19,paid,online,CHF,B2C,3309.57,3309.57,0.0,3309.57,0.0,2.0,0.0,success,True,True,True,False,False,True,False,False,True
500156,999003,2026-01-29,refunded,mobile_app,CHF,,2561.0625,2561.06,0.0,2561.06,0.0,1.0,0.0,success,False,True,True,False,False,False,True,False,False
500157,10010,2026-03-15,paid,store,CHF,B2B,874.442,874.44,0.0,874.44,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500158,10242,2026-03-01,paid,store,CHF,VIP,3316.4219999999996,0.0,0.0,0.0,50.0,1.0,0.0,success,True,True,True,False,False,False,False,False,False
500159,10058,2026-01-18,paid,store,CHF,B2C,1041.1415,1041.14,0.0,1041.14,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500160,10188,2026-04-02,paid,online,CHF,B2C,1129.65,1129.65,1129.65,0.0,0.0,2.0,0.0,refunded,True,True,True,False,True,False,False,False,False
500161,10232,2026-02-04,paid,store,CHF,B2C,4504.9705,4504.97,0.0,4504.97,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500162,10021,2026-02-12,paid,mobile_app,CHF,B2C,1957.173,1957.17,0.0,1957.17,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500163,10028,2026-04-21,pending,store,CHF,B2C,4824.0455,4824.05,0.0,4824.05,0.0,2.0,2.0,success,True,True,True,False,False,True,False,True,False
500164,10203,2026-04-05,paid,store,CHF,B2C,84.97399999999999,84.97,0.0,84.97,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,True
500165,10247,2026-04-01,pending,online,CHF,B2C,3993.344,3993.34,0.0,3993.34,0.0,1.0,0.0,success,True,True,True,False,False,False,True,False,False
500166,10034,2026-01-11,paid,online,CHF,VIP,2401.1279999999997,2401.13,600.28,1800.8500000000001,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,True
500167,10008,2026-02-18,paid,online,CHF,B2B,2613.181,0.0,0.0,0.0,0.0,1.0,0.0,failed,True,True,False,False,False,False,False,False,False
500168,10187,2026-04-23,paid,store,CHF,B2B,980.52,980.52,0.0,980.52,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500169,10214,2026-02-07,paid,mobile_app,CHF,B2C,1932.288,1932.29,0.0,1932.29,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500170,10200,2026-03-05,pending,store,CHF,B2B,1800.9850000000001,1800.99,180.1,1620.89,0.0,2.0,0.0,refunded,True,True,True,False,True,False,True,False,False
500171,10177,2026-03-10,paid,mobile_app,CHF,B2B,1833.19,1833.19,0.0,1833.19,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500172,10079,2026-01-08,paid,store,CHF,B2C,3304.0675,3304.07,3304.07,0.0,0.0,2.0,0.0,refunded,True,True,True,False,True,False,False,False,False
500173,10145,2026-02-03,paid,online,CHF,B2C,2576.907,2576.91,0.0,2576.91,0.0,2.0,0.0,success,True,True,True,False,False,True,False,True,True
500174,10188,2026-02-17,paid,online,CHF,B2C,601.88,601.88,0.0,601.88,0.0,1.0,0.0,success,True,True,True,False,False,True,False,False,True
500175,10087,2026-04-26,paid,store,CHF,B2B,2527.9115,2527.91,0.0,2527.91,0.0,2.0,0.0,success,True,True,True,False,False,False,True,False,True
500176,10088,2026-02-25,paid,mobile_app,CHF,B2C,653.2315,653.23,0.0,653.23,0.0,2.0,2.0,success,True,True,True,False,False,False,True,False,True
500177,10173,2026-03-17,paid,store,CHF,B2C,1481.538,1481.54,0.0,1481.54,0.0,1.0,0.0,success,True,True,True,False,False,True,False,True,True
