ledger_id,card_id,order_id,event_datetime,event_type,points_delta
L000162,C70146,500228,2026-04-06 02:00:00,earn,120
L000163,C70106,500855,2026-04-06 02:00:00,earn,120
L000164,C70059,500255,2026-01-11 02:00:00,earn,120
L000165,C70131,500768,2026-03-13 02:00:00,earn,120
L000166,C70016,500905,2026-03-30 02:00:00,earn,120
L000167,C70065,500555,2026-02-13 02:00:00,earn,120
L000168,C70066,500991,2026-03-08 02:00:00,earn,120
L000169,C70139,500337,2026-02-22 02:00:00,earn,120
L000170,C70095,500551,2026-01-08 02:00:00,earn,120
L000171,C70028,500502,2026-03-13 02:00:00,earn,120
L000172,C70122,500904,2026-04-11 02:00:00,earn,20
L000173,C70032,500130,2026-02-10 02:00:00,earn,120
L000174,C70050,500015,2026-04-27 02:00:00,earn,20
L000175,C70092,500630,2026-04-18 02:00:00,earn,120
L000176,C70094,500493,2026-01-31 02:00:00,earn,120
L000177,C70100,500740,2026-04-06 02:00:00,earn,8
L000178,C70037,501137,2026-03-10 02:00:00,earn,120
L000179,C70007,501025,2026-02-10 02:00:00,earn,20
L000180,C70117,500761,2026-02-01 02:00:00,earn,120
L000181,C70097,500583,2026-03-28 02:00:00,earn,120
L000182,C70162,500338,2026-03-19 02:00:00,earn,120
L000183,C70031,501192,2026-02-20 02:00:00,earn,120
L000184,C70093,500411,2026-01-01 02:00:00,earn,120
L000185,C70032,501029,2026-01-17 02:00:00,earn,50
L000186,C70153,500431,2026-01-04 02:00:00,earn,50
L000187,C70105,501073,2026-02-15 02:00:00,earn,20
L000188,C70153,500095,2026-02-24 02:00:00,earn,120
L000189,C70094,500017,2026-01-12 02:00:00,earn,120
L000190,C70105,500806,2026-03-12 02:00:00,earn,50
L000191,C70040,501026,2026-04-15 02:00:00,earn,50
L000192,C70108,500649,2026-04-07 02:00:00,earn,120
L000193,C70130,500664,2026-03-11 02:00:00,earn,120
L000194,C70088,500595,2026-03-26 02:00:00,earn,120
L000195,C70069,500803,2026-02-28 02:00:00,earn,50
L000196,C70074,500126,2026-03-08 02:00:00,earn,120
L000197,C70059,501125,2026-01-03 02:00:00,earn,120
L000198,C70116,500617,2026-01-17 02:00:00,earn,120
L000199,C70028,501086,2026-02-09 02:00:00,earn,120
L000200,C70069,500609,2026-03-14 02:00:00,earn,120
L000201,C70017,500986,2026-02-01 02:00:00,earn,20
L000202,C70046,500049,2026-01-28 02:00:00,earn,120
L000203,C70141,500624,2026-04-09 02:00:00,earn,50
L000204,C70058,500340,2026-03-23 02:00:00,earn,120
L000205,C70160,500119,2026-04-12 02:00:00,earn,50
L000206,C70057,500396,2026-02-04 02:00:00,earn,120
L000207,C70087,501077,2026-03-09 02:00:00,earn,50
L000208,C70115,501057,2026-03-19 02:00:00,earn,50
L000209,C70058,500708,2026-01-24 02:00:00,earn,120
L000210,C70110,500272,2026-03-23 02:00:00,earn,50
L000211,C70086,501142,2026-01-30 02:00:00,earn,120
L000212,C70095,500295,2026-02-16 02:00:00,earn,50
L000213,C70044,500568,2026-04-10 02:00:00,earn,8
L000214,C70098,500276,2026-01-19 02:00:00,earn,120
L000215,C70145,500619,2026-04-28 02:00:00,earn,120
L000216,C70087,500046,2026-04-11 02:00:00,earn,120
L000217,C70072,500964,2026-02-24 02:00:00,earn,50
L000218,C70058,500176,2026-02-25 02:00:00,earn,50
L000219,C70151,500487,2026-01-19 02:00:00,earn,120
L000220,C70093,500263,2026-04-09 02:00:00,earn,120
L000221,C70103,500582,2026-02-27 02:00:00,earn,120
L000222,C70148,500230,2026-01-22 02:00:00,earn,120
L000223,C70027,500341,2026-04-02 02:00:00,earn,3
L000224,C70147,501038,2026-01-11 02:00:00,earn,120
L000225,C70115,500906,2026-01-18 02:00:00,earn,120
L000226,C70161,500158,2026-03-01 02:00:00,earn,120
L000227,C70019,500155,2026-01-19 02:00:00,earn,120
L000228,C70164,500094,2026-03-06 02:00:00,earn,120
L000229,C70091,501153,2026-04-28 02:00:00,earn,120
L000230,C70095,500436,2026-01-01 00:00:00,earn,120
L000231,C70156,501035,2026-04-03 02:00:00,earn,120
L000232,C70163,500834,2026-02-16 02:00:00,earn,120
L000233,C70097,500673,2026-04-10 02:00:00,earn,20
L000234,C70055,500577,2026-02-25 02:00:00,earn,120
L000235,C70051,500055,2026-04-25 02:00:00,earn,120
L000236,C70114,500305,2026-02-25 02:00:00,earn,120
L000237,C70133,501112,2026-03-01 02:00:00,earn,3
L000238,C70080,500919,2026-02-28 02:00:00,earn,8
L000239,C70081,500559,2026-01-11 02:00:00,earn,50
L000240,C70068,500145,2026-01-28 02:00:00,earn,120
L000241,C70006,500221,2026-01-29 02:00:00,earn,120
L000242,C70092,500945,2026-04-24 02:00:00,earn,120
L000243,C70110,500987,2026-03-30 02:00:00,earn,20
L000244,C70156,500742,2026-01-25 02:00:00,earn,50
L000245,C70153,500479,2026-02-08 02:00:00,earn,120
L000246,C70097,500196,2026-02-15 02:00:00,earn,50
L000247,C70008,501059,2026-01-23 02:00:00,earn,20
L000248,C70063,500700,2026-01-25 02:00:00,earn,50
L000249,C70163,500977,2026-04-10 02:00:00,earn,120
L000250,C70162,500544,2026-04-06 02:00:00,earn,120
L000251,C70062,500755,2026-03-18 02:00:00,earn,50
L000252,C70105,500893,2026-01-16 02:00:00,earn,120
L000253,C70150,500267,2026-01-11 02:00:00,earn,120
L000254,C70014,500016,2026-04-19 02:00:00,earn,120
L000255,C70068,501096,2026-03-08 02:00:00,earn,120
L000256,C70008,501138,2026-01-13 02:00:00,earn,120
L000257,C70009,500327,2026-03-29 02:00:00,earn,120
L000258,C70110,501152,2026-02-16 02:00:00,earn,120
L000259,C70078,500764,2026-04-07 02:00:00,earn,120
L000260,C70087,500959,2026-03-26 02:00:00,earn,50
L000261,C70084,500025,2026-03-10 02:00:00,earn,120
L000262,C70126,500553,2026-01-06 02:00:00,earn,120
L000263,C70052,500672,2026-03-06 02:00:00,earn,50
L000264,C70012,500062,2026-04-15 02:00:00,earn,20
L000265,C70031,500537,2026-03-20 02:00:00,earn,120
L000266,C70023,501079,2026-04-09 02:00:00,earn,120
L000267,C70163,500538,2026-02-26 02:00:00,earn,120
L000268,C70165,500414,2026-01-13 02:00:00,earn,50
L000269,C70118,500260,2026-04-02 02:00:00,earn,120
L000270,C70164,500219,2026-03-14 02:00:00,earn,8
L000271,C70063,500379,2026-03-08 02:00:00,earn,120
L000272,C70102,501108,2026-02-22 02:00:00,earn,120
L000273,C70042,500242,2026-02-20 02:00:00,earn,120
L000274,C70060,500325,2026-02-02 02:00:00,earn,120
L000275,C70001,501128,2026-02-16 02:00:00,earn,120
L000276,C70043,501067,2026-01-08 02:00:00,earn,50
L000277,C70114,501014,2026-04-24 02:00:00,earn,120
L000278,C70132,500505,2026-01-20 02:00:00,earn,120
L000279,C70055,501157,2026-04-30 02:00:00,earn,120
L000280,C70046,500605,2026-03-09 02:00:00,earn,120
L000281,C70034,500782,2026-03-20 02:00:00,earn,120
L000282,C70106,500838,2026-04-24 02:00:00,earn,120
L000283,C70080,500741,2026-04-27 02:00:00,earn,120
L000284,C70054,500045,2026-03-23 02:00:00,earn,120
L000285,C70152,500086,2026-04-04 02:00:00,earn,120
L000286,C70091,501016,2026-02-27 02:00:00,earn,120
L000287,C70128,500873,2026-04-04 02:00:00,earn,120
L000288,C70025,501188,2026-04-23 02:00:00,earn,120
L000289,C70152,500113,2026-02-05 02:00:00,earn,120
L000290,C70019,500326,2026-03-03 02:00:00,earn,120
L000291,C70057,500706,2026-02-23 02:00:00,earn,50
L000292,C70017,500359,2026-03-13 02:00:00,earn,120
L000293,C70162,500030,2026-03-28 02:00:00,earn,120
L000294,C70096,500968,2026-01-22 02:00:00,earn,50
L000295,C70040,500547,2026-03-22 02:00:00,earn,120
L000296,C70058,500988,2026-04-03 02:00:00,earn,120
L000297,C70057,500087,2026-02-09 02:00:00,earn,120
L000298,C70014,500424,2026-03-04 02:00:00,earn,120
L000299,C70064,500047,2026-01-19 02:00:00,earn,50
L000300,C70031,500899,2026-02-28 02:00:00,earn,120
L000301,C70025,500898,2026-03-05 02:00:00,earn,120
L000302,C70040,501062,2026-01-15 02:00:00,earn,120
L000303,C70006,500774,2026-03-08 02:00:00,earn,50
L000304,C70011,500920,2026-04-08 02:00:00,earn,120
L000305,C70119,500598,2026-01-13 02:00:00,earn,120
L000306,C70087,500518,2026-03-04 02:00:00,earn,1
L000307,C70098,500233,2026-02-06 02:00:00,earn,120
L000308,C70063,500971,2026-04-03 02:00:00,earn,120
L000309,C70009,500105,2026-01-23 02:00:00,earn,50
L000310,C70141,500789,2026-01-09 02:00:00,earn,120
L000311,C70029,500542,2026-01-26 02:00:00,earn,120
L000312,C70154,500560,2026-03-06 02:00:00,earn,120
L000313,C70142,501004,2026-01-18 02:00:00,earn,120
L000314,C70162,500211,2026-02-06 02:00:00,earn,120
L000315,C70139,500332,2026-03-05 02:00:00,earn,120
L000316,C70124,500574,2026-02-18 02:00:00,earn,50
L000317,C70014,501069,2026-04-22 02:00:00,earn,120
L000318,C70071,500250,2026-03-26 02:00:00,earn,8
L000319,C70084,500036,2026-02-16 02:00:00,earn,120
L000320,C70122,500614,2026-01-12 02:00:00,earn,120
L000321,C70025,501039,2026-02-25 02:00:00,earn,120
L000322,C70031,501104,2026-01-23 02:00:00,earn,120
L000323,C70009,500392,2026-01-30 02:00:00,earn,8
L000324,C70006,501085,2026-01-27 02:00:00,earn,120
L000325,C70103,500286,2026-04-28 02:00:00,earn,120
L000326,C70038,500078,2026-03-11 02:00:00,earn,120
L000327,C70103,500836,2026-04-15 02:00:00,earn,50
L000328,C70115,500994,2026-04-27 02:00:00,earn,3
L000329,C70006,500185,2026-03-10 02:00:00,earn,120
L000330,C70050,501037,2026-03-10 02:00:00,earn,120
L000331,C70099,500856,2026-03-02 02:00:00,earn,120
L000332,C70139,500962,2026-04-14 02:00:00,earn,120
L000333,C70102,500138,2026-04-28 02:00:00,earn,120
L000334,C70134,500187,2026-04-30 02:00:00,earn,120
L000335,C70039,500470,2026-03-28 02:00:00,earn,120
L000336,C70123,500215,2026-03-28 02:00:00,earn,50
L000337,C70110,500710,2026-02-12 02:00:00,earn,20
L000338,C70130,501040,2026-02-20 02:00:00,earn,120
L000339,C70054,500996,2026-02-04 02:00:00,earn,120
L000340,C70157,500397,2026-01-19 02:00:00,earn,120
L000341,C70067,500788,2026-04-14 02:00:00,earn,120
L000342,C70117,500333,2026-04-25 02:00:00,earn,120
L000343,C70016,500762,2026-03-16 02:00:00,earn,120
L000344,C70113,500177,2026-03-17 02:00:00,earn,120
L000345,C70093,500366,2026-01-13 02:00:00,earn,50
L000346,C70042,501041,2026-01-21 02:00:00,earn,50
L000347,C70168,500612,2026-03-24 02:00:00,earn,120
L000348,C70091,501031,2026-04-08 02:00:00,earn,50
L000349,C70151,500607,2026-01-25 02:00:00,earn,120
L000350,C70141,500963,2026-03-07 02:00:00,earn,120
L000351,C70072,500653,2026-02-14 02:00:00,earn,120
L000352,C70047,500903,2026-01-11 02:00:00,earn,120
L000353,C70050,500514,2026-01-24 02:00:00,earn,120
L000354,C70124,500441,2026-03-18 02:00:00,earn,120
L000355,C70046,500234,2026-04-15 02:00:00,earn,120
L000356,C70155,500133,2026-04-14 02:00:00,earn,120
L000357,C70060,500012,2026-03-13 01:00:00,redeem,-10
L000358,C70094,500017,2026-01-12 01:00:00,redeem,-10
L000359,C70139,500042,2026-04-04 01:00:00,redeem,-20
L000360,C70145,500092,2026-02-04 01:00:00,redeem,-50
L000361,C70161,500108,2026-01-28 01:00:00,redeem,-20
L000362,C70018,500127,2026-01-28 01:00:00,redeem,-20
L000363,C70155,500133,2026-04-14 01:00:00,redeem,-100
L000364,C70126,500146,2026-02-06 01:00:00,redeem,-20
L000365,C70087,500149,2026-02-06 01:00:00,redeem,-10
L000366,C70084,500152,2026-03-06 01:00:00,redeem,-10
L000367,C70161,500158,2026-03-01 01:00:00,redeem,-50
L000368,C70026,500190,2026-03-08 01:00:00,redeem,-5
L000369,C70097,500196,2026-02-15 01:00:00,redeem,-5
L000370,C70085,500210,2026-04-11 01:00:00,redeem,-10
L000371,C70123,500215,2026-03-28 01:00:00,redeem,-20
L000372,C70148,500230,2026-01-22 01:00:00,redeem,-20
L000373,C70129,500238,2026-04-19 01:00:00,redeem,-20
L000374,C70059,500255,2026-01-11 01:00:00,redeem,-10
L000375,C70075,500258,2026-04-25 01:00:00,redeem,-100
L000376,C70015,500284,2026-04-11 01:00:00,redeem,-10
L000377,C70160,500302,2026-04-02 01:00:00,redeem,-20
L000378,C70096,500316,2026-04-18 01:00:00,redeem,-10
L000379,C70117,500333,2026-04-25 01:00:00,redeem,-10
L000380,C70139,500337,2026-02-22 01:00:00,redeem,-10
L000381,C70093,500366,2026-01-13 01:00:00,redeem,-100
L000382,C70152,500453,2026-04-29 01:00:00,redeem,-20
L000383,C70039,500470,2026-03-28 01:00:00,redeem,-5
L000384,C70075,500501,2026-04-10 01:00:00,redeem,-20
L000385,C70093,500520,2026-03-18 01:00:00,redeem,-20
L000386,C70031,500537,2026-03-20 01:00:00,redeem,-100
L000387,C70029,500542,2026-01-26 01:00:00,redeem,-50
L000388,C70099,500543,2026-01-18 01:00:00,redeem,-10
L000389,C70108,500548,2026-03-28 01:00:00,redeem,-20
L000390,C70036,500575,2026-03-11 01:00:00,redeem,-20
L000391,C70103,500582,2026-02-27 01:00:00,redeem,-50
L000392,C70116,500662,2026-01-03 01:00:00,redeem,-5
L000393,C70157,500666,2026-02-13 01:00:00,redeem,-50
L000394,C70022,500671,2026-02-23 01:00:00,redeem,-10
L000395,C70110,500710,2026-02-12 01:00:00,redeem,-20
L000396,C70124,500712,2026-04-10 01:00:00,redeem,-50
L000397,C70008,500772,2026-01-04 01:00:00,redeem,-50
L000398,C70034,500782,2026-03-20 01:00:00,redeem,-10
L000399,C70165,500809,2026-01-26 01:00:00,redeem,-100
L000400,C70006,500810,2026-01-25 01:00:00,redeem,-5
L000401,C70115,500814,2026-01-11 01:00:00,redeem,-10
L000402,C70132,500819,2026-03-09 01:00:00,redeem,-20
L000403,C70043,500910,2026-04-12 01:00:00,redeem,-20
L000404,C70080,500919,2026-02-28 01:00:00,redeem,-100
L000405,C70149,500965,2026-03-13 01:00:00,redeem,-20
L000406,C70110,501022,2026-01-10 01:00:00,redeem,-5
L000407,C70105,501027,2026-01-05 01:00:00,redeem,-10
L000408,C70076,501028,2026-03-06 01:00:00,redeem,-10
L000409,C70025,501039,2026-02-25 01:00:00,redeem,-5
L000410,C70023,501079,2026-04-09 01:00:00,redeem,-50
L000411,C70102,501108,2026-02-22 01:00:00,redeem,-100
L000412,C70008,501138,2026-01-13 01:00:00,redeem,-20
L000413,C70120,501195,2026-04-15 01:00:00,redeem,-5
L000414,C70126,501199,2026-01-15 01:00:00,redeem,-5
L000415,C70023,501079,2026-04-09 01:00:00,redeem,-50
L000416,C70099,,2026-03-01 00:00:00,adjustment,-10
L000417,C70154,,2026-03-02 00:00:00,adjustment,25
L000418,C70063,,2026-03-03 00:00:00,correction,10
L000419,C70066,,2026-03-04 00:00:00,adjustment,-10
L000420,C70143,,2026-03-05 00:00:00,correction,25
L000421,C70090,,2026-03-06 00:00:00,correction,25
L000422,C70085,,2026-03-07 00:00:00,adjustment,10
L000423,C70036,,2026-03-08 00:00:00,correction,10
L000424,C70077,,2026-03-09 00:00:00,adjustment,25
L000425,C70103,,2026-03-10 00:00:00,correction,25
L000426,C70109,,2026-03-11 00:00:00,adjustment,10
L000427,C70048,,2026-03-12 00:00:00,correction,-20
L000428,C70144,,2026-03-13 00:00:00,correction,-10
L000429,C70051,,2026-03-14 00:00:00,adjustment,-10
L000430,C70031,,2026-03-15 00:00:00,adjustment,-20
L000431,C999999,500001,2026-03-15 10:00:00,earn,99
