order_id,line_id,product_id,quantity,unit_price,discount_pct
500025,5,P048,1.0,593.13,0.0
500026,1,P025,1.0,138.85,0.0
500026,2,P042,3.0,367.69,10.0
500026,3,P059,4.0,656.75,10.0
500027,1,P032,3.0,466.92,0.0
500027,2,P032,1.0,548.96,0.0
500027,3,P053,2.0,66.42,20.0
500027,4,P059,2.0,577.69,10.0
500027,5,P005,2.0,133.3,0.0
500027,6,P004,2.0,388.82,5.0
500028,1,P030,2.0,330.91,0.0
500028,2,P018,5.0,66.78,20.0
500028,3,P058,1.0,491.28,10.0
500028,4,P052,5.0,350.37,0.0
500029,1,P012,4.0,291.06,20.0
500029,2,P048,1.0,652.02,5.0
500030,1,P048,1.0,549.44,20.0
500030,2,P041,2.0,663.46,0.0
500030,3,P007,2.0,416.66,0.0
500030,4,P052,5.0,342.45,0.0
500030,5,P054,2.0,253.51,10.0
500031,1,P007,5.0,414.42,15.0
500032,1,P051,2.0,132.23,0.0
500032,2,P011,1.0,395.5,20.0
500033,1,P010,5.0,84.33,10.0
500033,2,P020,2.0,416.79,0.0
500033,3,P050,2.0,469.55,0.0
500033,4,P036,1.0,466.69,20.0
500033,5,P028,1.0,217.06,15.0
500034,1,P012,1.0,252.85,20.0
500034,2,P001,1.0,20.3,0.0
500034,3,P044,1.0,443.5,10.0
500034,4,P022,1.0,58.0,0.0
500034,5,P038,2.0,201.26,20.0
500035,1,P027,1.0,167.42,0.0
500036,1,P039,1.0,215.91,15.0
500036,2,P025,2.0,141.32,5.0
500036,3,P024,2.0,645.32,20.0
500036,4,P008,4.0,349.27,15.0
500037,1,P014,2.0,462.58,0.0
500037,2,P053,1.0,66.6,0.0
500037,3,P045,1.0,334.49,5.0
500037,4,P042,2.0,390.4,20.0
500037,5,P050,1.0,513.25,20.0
500038,1,P044,3.0,542.32,5.0
500038,2,P008,1.0,324.4,0.0
500038,3,P007,2.0,427.29,0.0
500038,4,P034,1.0,394.88,10.0
500038,5,P044,3.0,480.24,0.0
500038,6,P053,5.0,74.3,5.0
500039,1,P037,1.0,379.09,15.0
500039,2,P021,4.0,160.72,0.0
500039,3,P004,2.0,350.86,15.0
500039,4,P034,1.0,379.12,0.0
500039,5,P028,1.0,226.12,0.0
500039,6,P038,1.0,196.65,0.0
500040,1,P018,5.0,75.68,5.0
500040,2,P013,1.0,260.77,5.0
500040,3,P045,3.0,348.58,10.0
500041,1,P044,1.0,541.46,10.0
500042,1,P024,5.0,617.37,15.0
500042,2,P019,5.0,465.1,20.0
500042,3,P019,2.0,472.06,0.0
500042,4,P036,4.0,435.44,0.0
500042,5,P051,3.0,132.76,5.0
500042,6,P009,3.0,546.52,10.0
500043,1,P023,3.0,60.67,5.0
500043,2,P044,1.0,547.3,0.0
500044,1,P060,4.0,169.26 CHF,0.0
500044,2,P026,5.0,229.32,10.0
500044,3,P052,2.0,324.7,0.0
500045,1,P059,2.0,512.86,0.0
500045,2,P058,2.0,471.3,0.0
500045,3,P036,2.0,369.26,5.0
500045,4,P040,3.0,396.44,5.0
500045,5,P051,5.0,143.79,5.0
500045,6,P059,4.0,525.57,0.0
500046,1,P045,2.0,313.09,0.0
500046,2,P041,3.0,740.24,15.0
500046,3,P028,1.0,254.02,20.0
500046,4,P025,4.0,113.88,20.0
500046,5,P042,1.0,424.32,0.0
500047,1,P058,1.0,571.44,10.0
500048,1,P031,3.0,55.84,15.0
500048,2,P040,2.0,428.53,0.0
500048,3,P049,4.0,110.81,15.0
500048,4,P054,4.0,270.68,0.0
500048,5,P055,5.0,484.39,10.0
500049,1,P029,3.0,52.02,10.0
500049,2,P030,4.0,386.3,15.0
500049,3,P026,2.0,197.42,0.0
500050,1,P013,4.0,303.46,0.0
500050,2,P027,3.0,170.89,5.0
500050,3,P044,2.0,519.03,0.0
500050,4,P037,5.0,394.92,15.0
500051,1,P001,2.0,19.8,0.0
500051,2,P052,4.0,300.36,0.0
500051,3,P034,2.0,359.05,20.0
500052,1,P016,3.0,547.79,10.0
500052,2,P010,2.0,104.6,10.0
500052,3,P054,1.0,267.61,0.0
500052,4,P029,1.0,52.95,0.0
500052,5,P059,4.0,570.34,10.0
500052,6,P059,1.0,600.03,0.0
500053,1,P015,2.0,441.38,10.0
500053,2,P005,2.0,151.2,0.0
500053,3,P013,1.0,240.91,0.0
500053,4,P051,1.0,145.96,20.0
500054,1,P040,1.0,444.3,0.0
500054,2,P025,2.0,130.35,20.0
500054,3,P039,2.0,195.81,5.0
500054,4,P015,2.0,447.66,5.0
500054,5,P053,1.0,69.09,10.0
500055,1,P030,3.0,371.99,20.0
500055,2,P024,3.0,642.08,10.0
500055,3,P043,2.0,416.13,10.0
500055,4,P040,2.0,418.14,0.0
500055,5,P007,2.0,349.64,0.0
500055,6,P036,2.0,432.85,0.0
500056,1,P027,2.0,147.53,0.0
500056,2,P023,2.0,63.57,5.0
500056,3,P029,1.0,46.68,10.0
500056,4,P041,1.0,643.86,10.0
500057,1,P041,1.0,624.46,5.0
500057,2,P028,4.0,217.73,0.0
500057,3,P016,1.0,561.21,0.0
500058,1,P018,2.0,67.17,0.0
500058,2,P044,1.0,531.28,20.0
500058,3,P005,1.0,168.74,20.0
500058,4,P009,4.0,695.28,0.0
500058,5,P020,2.0,382.36,0.0
500059,1,P028,2.0,241.09,10.0
500059,2,P003,1.0,338.12,0.0
500059,3,P038,2.0,186.33,0.0
500060,1,P001,1.0,22.44,0.0
500060,2,P003,5.0,390.82,15.0
500060,3,P047,4.0,321.3,0.0
500060,4,P026,1.0,237.76,20.0
500060,5,P053,4.0,75.67,0.0
500060,6,P031,1.0,42.87,15.0
500061,1,P008,4.0,339.47,10.0
500061,2,P038,1.0,236.34,5.0
500061,3,P012,1.0,304.55,0.0
500061,4,P026,2.0,234.98,10.0
500061,5,P027,1.0,167.62,20.0
500061,6,P029,5.0,52.57,20.0
500062,1,P022,1.0,56.95,10.0
500062,2,P029,3.0,54.41,0.0
500063,1,P010,1.0,95.91,0.0
500063,2,P027,5.0,147.79,10.0
500063,3,P015,2.0,419.79,0.0
500064,1,P034,5.0,346.96,20.0
500065,1,P060,1.0,142.91,0.0
500066,1,P051,3.0,118.94,0.0
500066,2,P058,2.0,514.8,5.0
500066,3,P044,4.0,461.24,0.0
500066,4,P044,2.0,474.15,0.0
500067,1,P019,3.0,480.54,15.0
500067,2,P059,2.0,544.68,20.0
500067,3,P053,1.0,73.64,5.0
500067,4,P052,1.0,312.32,5.0
500067,5,P051,4.0,123.06,20.0
500067,6,P008,4.0,308.38,0.0
500068,1,P028,1.0,208.97,5.0
500068,2,P017,2.0,95.93,0.0
500068,3,P028,5.0,241.43,15.0
500069,1,P028,2.0,244.4,20.0
500069,2,P019,2.0,487.24,0.0
500070,1,P042,1.0,368.67,0.0
500070,2,P040,3.0,450.68,0.0
500070,3,P033,4.0,159.92,5.0
500070,4,P012,2.0,271.64,5.0
500071,1,P010,3.0,88.06,0.0
500072,1,P022,2.0,56.3,0.0
500073,1,P030,2.0,361.93,10.0
500073,2,P043,1.0,407.35,20.0
500073,3,P040,1.0,375.44,5.0
500073,4,P037,2.0,390.68,5.0
500073,5,P034,1.0,372.68,0.0
500073,6,P044,4.0,508.66,15.0
500074,1,P044,1.0,435.51,0.0
500074,2,P012,2.0,259.78,0.0
500074,3,P051,5.0,146.97,5.0
500074,4,P057,5.0,405.45,15.0
500075,1,P002,2.0,430.48,5.0
500075,2,P057,1.0,423.3,15.0
500075,3,P043,4.0,315.96,0.0
500075,4,P008,2.0,325.87,5.0
500076,1,P003,4.0,421.31,5.0
500076,2,P005,2.0,140.55,0.0
500076,3,P003,3.0,436.09,15.0
500076,4,P057,1.0,396.56,15.0
500077,1,P022,5.0,60.22,15.0
500078,1,P030,1.0,349.0,10.0
500078,2,P028,1.0,200.72,10.0
500078,3,P031,3.0,49.17,20.0
500078,4,P057,2.0,478.96,0.0
500078,5,P052,3.0,301.92,20.0
500079,1,P053,5.0,72.85,20.0
500079,2,P016,1.0,704.67,5.0
500079,3,P026,1.0,192.01,10.0
500079,4,P005,1.0,152.4,20.0
500079,5,P009,2.0,568.35,20.0
500079,6,P046,2.0,38.71,0.0
500080,1,P016,5.0,616.6,5.0
500080,2,P017,5.0,75.25,5.0
500080,3,P032,4.0,518.67,0.0
500080,4,P038,2.0,231.19,5.0
500080,5,P058,5.0,493.05,20.0
500081,1,P054,5.0,325.75,15.0
500081,2,P046,3.0,47.31,0.0
500082,1,P016,4.0,711.2,15.0
500082,2,P045,2.0,319.21,5.0
500082,3,P007,2.0,398.48,5.0
500082,4,P016,4.0,659.26,0.0
500083,1,P024,5.0,617.17,15.0
500083,2,P022,1.0,54.82,10.0
500083,3,P006,2.0,248.76,0.0
500083,4,P048,2.0,593.35,5.0
500083,5,P024,5.0,620.22,15.0
500084,1,P045,5.0,305.34,10.0
500084,2,P039,5.0,247.5,0.0
500085,1,P052,2.0,387.81,15.0
500086,1,P025,1.0,129.21,15.0
500086,2,P002,1.0,438.26,0.0
500086,3,P036,2.0,428.08,10.0
500086,4,P018,4.0,64.45,5.0
500086,5,P005,3.0,137.19,20.0
500087,1,P019,4.0,435.19,0.0
500087,2,P028,5.0,253.9,5.0
500087,3,P046,3.0,46.73,10.0
500087,4,P041,4.0,588.22,5.0
500087,5,P030,2.0,359.35,0.0
500088,1,P013,1.0,239.38,0.0
500088,2,P012,1.0,234.89,0.0
500088,3,P047,4.0,349.26,20.0
500089,1,P014,1.0,525.98,20.0
500089,2,P049,5.0,112.98,15.0
500089,3,P045,3.0,323.19,20.0
500089,4,P042,2.0,380.02,5.0
500089,5,P025,3.0,141.57,20.0
500090,1,P039,5.0,224.97,20.0
500090,2,P052,2.0,397.24,0.0
500090,3,P009,1.0,721.6,0.0
500090,4,P041,2.0,695.74,0.0
500091,1,P014,5.0,413.33,15.0
500091,2,P030,1.0,332.46,20.0
500091,3,P029,5.0,42.73,15.0
500092,1,P040,1.0,438.67,5.0
500092,2,P031,1.0,52.04,5.0
500093,1,P031,1.0,50.29,0.0
500094,1,P043,1.0,323.57,5.0
500094,2,P049,1.0,114.31,5.0
500094,3,P058,4.0,466.99,20.0
500094,4,P023,3.0,62.23,15.0
500094,5,P014,2.0,410.02,10.0
500094,6,P006,5.0,248.59,0.0
500095,1,P015,1.0,426.47,20.0
500095,2,P036,5.0,395.02,0.0
500095,3,P060,3.0,171.6,10.0
500095,4,P057,2.0,441.27,0.0
500096,1,P029,2.0,55.38,0.0
500096,2,P023,1.0,61.37,0.0
500096,3,P024,1.0,643.39,5.0
500096,4,P034,4.0,355.38,0.0
500096,5,P007,1.0,331.53,0.0
500096,6,P038,1.0,224.58,10.0
500097,1,P055,5.0,503.28,0.0
500098,1,P004,2.0,369.18,15.0
500099,1,P029,2.0,53.07,20.0
500099,2,P020,5.0,359.1,0.0
500099,3,P033,1.0,162.69,0.0
500099,4,P041,1.0,667.91,5.0
500099,5,P044,2.0,505.12,0.0
500099,6,P036,2.0,448.81,10.0
500100,1,P035,1.0,597.1,10.0
500101,1,P023,2.0,54.2,0.0
500101,2,P028,5.0,206.45,0.0
500101,3,P016,5.0,724.31,20.0
500101,4,P012,2.0,283.72,0.0
500102,1,P006,5.0,241.79,5.0
500102,2,P017,1.0,87.76,20.0
500103,1,P038,5.0,205.65,0.0
500104,1,P033,3.0,135.85,0.0
500104,2,P001,3.0,22.15,15.0
500104,3,P013,1.0,294.6,0.0
500105,1,P051,2.0,126.75,0.0
500105,2,P028,1.0,225.68,5.0
500105,3,P023,5.0,53.28,20.0
500106,1,P007,3.0,395.47,10.0
500106,2,P050,2.0,452.83,0.0
500106,3,P052,5.0,358.72,15.0
500106,4,P026,2.0,222.16,0.0
500106,5,P026,5.0,190.39,10.0
500107,1,P018,3.0,69.93,15.0
500107,2,P002,2.0,476.04,0.0
500107,3,P048,5.0,682.28,20.0
500107,4,P044,1.0,410.66,15.0
500107,5,P009,5.0,656.67,0.0
500107,6,P003,2.0,439.31,15.0
500108,1,P046,5.0,47.4,5.0
500108,2,P023,5.0,60.33,20.0
500108,3,P035,3.0,530.29,10.0
500108,4,P039,2.0,188.83,0.0
500108,5,P015,4.0,504.0,0.0
500108,6,P053,2.0,65.8,15.0
500109,1,P024,5.0,585.81,20.0
500109,2,P007,4.0,438.95,10.0
500109,3,P034,4.0,379.37,10.0
500110,1,P035,4.0,543.33,10.0
500110,2,P001,1.0,19.64,10.0
500111,1,P032,5.0,448.47,10.0
500111,2,P051,3.0,138.69,20.0
500111,3,P021,2.0,202.13,5.0
500111,4,P024,1.0,509.54,20.0
500112,1,P004,1.0,317.36,20.0
500112,2,P034,3.0,337.51,0.0
500112,3,P056,2.0,250.58,10.0
500112,4,P006,1.0,273.9,20.0
500112,5,P028,1.0,235.92,20.0
500112,6,P031,4.0,48.04,0.0
500113,1,P048,1.0,649.55,20.0
500113,2,P024,2.0,538.22,10.0
500113,3,P044,3.0,466.0,20.0
500114,1,P032,1.0,534.52,0.0
500114,2,P001,5.0,22.92,0.0
500114,3,P038,1.0,216.46,5.0
500114,4,P013,4.0,296.31,0.0
500114,5,P011,3.0,465.17,0.0
500115,1,P055,5.0,489.96,0.0
500115,2,P050,5.0,437.21,0.0
500116,1,P005,1.0,139.32,15.0
500116,2,P010,1.0,90.76,15.0
500117,1,P037,2.0,383.72,20.0
500118,1,P042,2.0,449.29,5.0
500119,1,P004,2.0,337.28,10.0
500120,1,P047,1.0,385.27,10.0
500120,2,P005,1.0,173.58,0.0
500121,1,P019,2.0,440.61,0.0
500121,2,P014,1.0,446.59,10.0
500121,3,P040,2.0,406.14,15.0
500121,4,P017,2.0,75.44,15.0
500121,5,P060,1.0,162.05,5.0
500121,6,P035,1.0,580.56,20.0
500122,1,P048,5.0,538.2,0.0
500122,2,P008,4.0,292.93,0.0
500122,3,P013,1.0,295.69,0.0
500123,1,P056,1.0,250.78,20.0
500123,2,P051,2.0,115.04,5.0
500123,3,P013,1.0,307.32,15.0
500123,4,P005,3.0,135.75,5.0
500123,5,P041,3.0,735.38,0.0
500123,6,P013,3.0,287.14,20.0
500124,1,P014,1.0,454.43,15.0
500124,2,P056,1.0,242.99,15.0
500124,3,P048,1.0,599.39,15.0
500124,4,P014,2.0,475.55,0.0
500125,1,P035,3.0,578.98,0.0
500125,2,P051,3.0,148.59,10.0
500125,3,P032,2.0,457.59,0.0
500125,4,P011,2.0,457.74,5.0
500125,5,P048,3.0,613.59,0.0
500126,1,P011,1.0,401.73,0.0
500126,2,P006,1.0,276.99,20.0
500126,3,P012,5.0,230.36,0.0
500126,4,P027,5.0,129.37,0.0
500127,1,P027,1.0,160.06,0.0
500127,2,P021,4.0,192.95,10.0
500127,3,P044,3.0,535.55,5.0
500127,4,P048,2.0,613.38,10.0
500128,1,P025,4.0,143.3,10.0
500128,2,P027,4.0,165.12,0.0
500128,3,P040,2.0,418.07,0.0
500128,4,P060,1.0,145.2,5.0
500128,5,P060,4.0,169.11,0.0
500128,6,P023,1.0,57.19,0.0
500129,1,P011,2.0,405.22,15.0
500129,2,P048,1.0,587.13,10.0
500129,3,P005,4.0,162.2,20.0
500130,1,P037,5.0,325.52,5.0
500130,2,P056,3.0,256.22,5.0
500130,3,P041,3.0,709.29,15.0
500130,4,P004,1.0,404.27,0.0
500130,5,P036,2.0,443.13,5.0
500130,6,P048,2.0,616.57,20.0
500131,1,P050,4.0,455.22,10.0
500131,2,P045,5.0,346.12,0.0
500131,3,P013,2.0,312.88,15.0
500131,4,P046,1.0,49.62,5.0
500132,1,P036,1.0,424.19,0.0
500133,1,P008,3.0,290.16,0.0
500133,2,P056,1.0,245.12,0.0
500133,3,P037,4.0,333.21,10.0
500134,1,P032,5.0,458.67,20.0
500134,2,P011,1.0,514.24,10.0
500134,3,P001,1.0,18.73,0.0
500134,4,P025,3.0,128.71,10.0
500134,5,P042,1.0,427.01,15.0
500134,6,P052,1.0,400.82,0.0
500135,1,P014,5.0,445.49,20.0
500135,2,P038,5.0,240.31,0.0
500136,1,P057,2.0,495.83,0.0
500136,2,P037,3.0,344.68,5.0
500136,3,P005,5.0,156.54,0.0
500136,4,P029,1.0,53.69,0.0
500136,5,P032,5.0,599.17,5.0
500137,1,P057,2.0,420.36,0.0
500138,1,P026,1.0,200.47,10.0
500138,2,P040,1.0,438.55,0.0
500138,3,P055,2.0,445.37,0.0
500139,1,P042,1.0,381.81,0.0
500140,1,P021,1.0,183.54,15.0
500140,2,P024,2.0,632.6,5.0
500140,3,P024,5.0,604.91,0.0
500140,4,P060,4.0,136.63,5.0
500140,5,P060,5.0,156.01,5.0
500140,6,P019,1.0,494.01,0.0
500141,1,P045,4.0,260.39,0.0
500141,2,P036,1.0,434.77,0.0
500142,1,P007,4.0,436.51,0.0
500142,2,P052,2.0,346.63,20.0
500143,1,P053,1.0,70.06,20.0
500143,2,P037,1.0,376.41,15.0
500143,3,P031,1.0,43.2,20.0
500143,4,P023,5.0,58.37,0.0
500143,5,P057,1.0,478.32,20.0
500144,1,P031,1.0,41.5,15.0
500145,1,P049,2.0,105.93,0.0
500145,2,P021,2.0,195.68,0.0
500145,3,P036,4.0,420.72,10.0
500145,4,P053,2.0,69.34,15.0
500145,5,P023,3.0,66.29,20.0
500145,6,P038,2.0,195.76,0.0
500146,1,P013,3.0,241.57,5.0
500147,1,P021,1.0,157.8,10.0
500147,2,P028,1.0,263.78,0.0
500147,3,P048,1.0,652.87,15.0
500148,1,P048,2.0,636.88,5.0
500149,1,P054,3.0,285.37,20.0
500149,2,P054,3.0,257.33,15.0
500149,3,P048,2.0,531.94,5.0
500149,4,P048,1.0,634.37,0.0
500150,1,P014,5.0,437.4,0.0
500150,2,P052,5.0,388.42,5.0
500150,3,P057,1.0,418.28,10.0
500150,4,P036,1.0,445.61,20.0
500150,5,P008,1.0,343.34,10.0
500151,1,P001,2.0,18.78,15.0
500151,2,P004,1.0,381.39,10.0
500151,3,P004,2.0,393.59,15.0
500151,4,P026,2.0,225.74,15.0
500152,1,P055,2.0,554.55,10.0
500153,1,P001,2.0,21.4,0.0
500153,2,P009,5.0,576.66,0.0
500153,3,P018,2.0,77.63,15.0
500154,1,P046,4.0,42.9,10.0
500155,1,P020,2.0,341.67,0.0
500155,2,P024,3.0,575.51,20.0
500155,3,P047,3.0,359.7,20.0
500155,4,P005,3.0,141.38,10.0
500156,1,P018,3.0,81.44,10.0
500156,2,P054,3.0,292.27,20.0
500156,3,P048,3.0,643.03,15.0
500157,1,P037,1.0,352.14,20.0
500157,2,P044,1.0,504.59,0.0
500157,3,P031,2.0,44.07,0.0
500158,1,P048,1.0,620.92,20.0
500158,2,P034,4.0,388.52,15.0
500158,3,P017,2.0,84.21,10.0
500158,4,P054,2.0,337.95,0.0
500158,5,P052,2.0,335.62,0.0
500159,1,P052,2.0,386.87,0.0
500159,2,P045,1.0,314.59,15.0
500160,1,P039,5.0,225.93,0.0
500161,1,P032,2.0,467.97,5.0
500161,2,P007,4.0,376.09,20.0
500161,3,P055,3.0,485.47,5.0
500161,4,P028,5.0,205.75,0.0
500162,1,P027,3.0,170.81,10.0
500162,2,P018,2.0,75.24,5.0
500162,3,P050,3.0,451.01 CHF,0.0
500163,1,P058,4.0,479.03,15.0
500163,2,P015,3.0,480.06,0.0
500163,3,P020,1.0,371.17,5.0
500163,4,P008,5.0,324.39,20.0
500163,5,P049,1.0,131.24,20.0
500164,1,P001,2.0,19.52,15.0
500164,2,P031,1.0,51.79,0.0
500165,1,P010,1.0,83.08,10.0
500165,2,P035,2.0,648.89,15.0
500165,3,P058,2.0,468.44,15.0
500165,4,P021,2.0,173.95,10.0
500165,5,P016,1.0,633.91,15.0
500165,6,P006,5.0,274.63,15.0
500166,1,P023,3.0,52.21,0.0
500166,2,P046,2.0,49.17,5.0
500166,3,P030,4.0,369.14,15.0
500166,4,P058,1.0,516.55,0.0
500166,5,P021,2.0,199.71,5.0
500167,1,P052,1.0,388.39,10.0
500167,2,P058,5.0,503.18,20.0
500167,3,P039,1.0,250.91,0.0
500168,1,P037,3.0,326.84,0.0
500169,1,P024,4.0,568.32,15.0
500170,1,P048,2.0,601.46,0.0
500170,2,P057,1.0,446.28,15.0
500170,3,P013,1.0,243.03,10.0
500171,1,P037,1.0,366.0,20.0
500171,2,P002,1.0,381.22,0.0
500171,3,P015,3.0,386.39,0.0
500172,1,P035,5.0,572.83,0.0
500172,2,P024,1.0,517.55,15.0
500173,1,P021,5.0,199.99,10.0
500173,2,P055,4.0,465.82,10.0
500174,1,P008,2.0,300.94,0.0
500175,1,P024,2.0,654.61,0.0
500175,2,P026,1.0,198.86,0.0
500175,3,P047,1.0,408.54,0.0
500175,4,P042,1.0,444.88,0.0
500175,5,P053,3.0,58.39,5.0
500176,1,P033,2.0,159.37,15.0
500176,2,P060,2.0,165.05,0.0
500176,3,P022,1.0,54.95,5.0
500177,1,P047,3.0,377.3,5.0
500177,2,P044,1.0,451.37,10.0
500178,1,P004,1.0,402.08,5.0
500179,1,P003,3.0,367.6,0.0
500179,2,P026,1.0,199.14,0.0
500179,3,P026,3.0,223.81,20.0
500179,4,P018,1.0,77.93,0.0
500179,5,P032,1.0,583.81,5.0
500180,1,P051,4.0,145.94,10.0
500180,2,P043,2.0,388.37,0.0
500180,3,P001,1.0,19.32,15.0
500180,4,P040,5.0,371.64,0.0
500181,1,P010,1.0,86.24,0.0
500181,2,P024,2.0,578.08,15.0
500181,3,P046,2.0,46.86,20.0
500181,4,P018,2.0,74.94,5.0
500181,5,P022,3.0,50.03,0.0
500181,6,P009,1.0,695.88,15.0
500182,1,P058,1.0,469.29,5.0
500182,2,P060,2.0,139.38,0.0
500182,3,P024,4.0,576.45,15.0
500182,4,P040,2.0,469.09,0.0
500182,5,P057,5.0,458.13,10.0
500183,1,P003,3.0,428.49,15.0
500184,1,P012,2.0,247.08,0.0
500184,2,P044,5.0,518.06,20.0
500184,3,P031,4.0,41.84,20.0
500184,4,P025,2.0,122.77,5.0
500185,1,P035,2.0,585.57,15.0
500185,2,P058,2.0,478.83,15.0
500186,1,P017,5.0,91.5,10.0
500187,1,P059,4.0,643.87,20.0
500188,1,P015,1.0,432.03,20.0
500189,1,P053,1.0,64.1,0.0
500189,2,P020,2.0,369.14,0.0
500189,3,P039,4.0,217.47,15.0
500189,4,P035,4.0,492.74,5.0
500189,5,P008,1.0,287.0,10.0
500189,6,P050,2.0,388.11,5.0
500190,1,P057,2.0,453.02,0.0
500190,2,P028,1.0,204.41,5.0
500190,3,P050,2.0,461.47,10.0
500190,4,P020,1.0,379.65,15.0
500190,5,P041,2.0,728.76,0.0
500191,1,P035,3.0,653.65,0.0
500191,2,P036,3.0,400.01,0.0
500191,3,P001,1.0,19.06,20.0
500191,4,P014,1.0,481.01,0.0
500191,5,P009,1.0,595.8,15.0
500192,1,P008,1.0,305.24,10.0
500192,2,P032,4.0,562.65,0.0
500193,1,P026,2.0,223.09,10.0
500193,2,P004,1.0,396.55,15.0
500193,3,P042,5.0,495.95,10.0
500194,1,P051,1.0,145.55,0.0
500194,2,P018,5.0,66.72,5.0
500194,3,P058,1.0,534.18,15.0
500194,4,P044,2.0,411.98,10.0
500195,1,P016,4.0,617.01,0.0
500196,1,P046,1.0,46.55,5.0
500196,2,P052,2.0,340.81,0.0
500197,1,P055,1.0,419.82,5.0
500198,1,P022,1.0,48.74,20.0
500199,1,P047,5.0,349.59,20.0
500199,2,P015,3.0,438.11,0.0
500199,3,P038,1.0,218.03,15.0
500199,4,P021,2.0,207.92,20.0
500199,5,P014,1.0,488.03,10.0
500199,6,P002,5.0,360.55,10.0
500200,1,P028,1.0,217.36,15.0
500200,2,P058,1.0,481.02,20.0
500200,3,P018,1.0,70.38,0.0
500201,1,P024,1.0,594.77,0.0
500202,1,P022,2.0,62.83,5.0
500202,2,P005,4.0,139.95,20.0
500202,3,P048,5.0,663.21,15.0
500202,4,P040,5.0,477.69,5.0
500202,5,P051,1.0,143.87,10.0
500202,6,P016,1.0,658.52,0.0
500203,1,P041,4.0,641.1,5.0
500203,2,P013,2.0,317.46,15.0
500203,3,P036,1.0,468.78,15.0
500203,4,P009,2.0,578.26,5.0
500204,1,P016,3.0,693.5,15.0
500205,1,P058,1.0,481.38,5.0
500206,1,P060,1.0,175.46,10.0
500207,1,P049,1.0,103.61,5.0
500207,2,P040,1.0,502.28,0.0
500207,3,P033,5.0,174.12,5.0
500207,4,P057,1.0,382.2,0.0
500207,5,P058,4.0,588.42,20.0
500208,1,P030,2.0,297.26,10.0
500208,2,P025,3.0,145.69,10.0
500209,1,P013,5.0,266.92,15.0
500209,2,P056,1.0,229.97,0.0
