payment_id,order_id,payment_datetime,payment_type,payment_status,payment_amount,card_id,points_used
900066,500052,2026-04-23 01:00:00,cash,success,4641.13,,0
900067,500053,2026-04-07 01:00:00,installment,success,700.05,,0
900068,500053,2026-04-14 00:00:00,installment,success,754.51,,0
900069,500054,2026-03-17 01:00:00,card,failed,0.0,,0
900070,500054,2026-03-17 02:00:00,card,success,1937.63,,0
900071,500055,2026-04-25 01:00:00,card,success,5776.69,,0
900072,500056,2026-01-15 01:00:00,card,success,1037.33,,0
900073,500057,2026-02-10 01:00:00,card,success,2025.37,,0
900074,500058,2026-02-08 01:00:00,cash,success,4240.2,,0
900075,500059,2026-01-02 01:00:00,card,success,1144.74,,0
900076,500060,2026-03-04 01:00:00,card,failed,0.0,,0
900077,500060,2026-03-04 02:00:00,card,success,3497.95,,0
900078,500061,2026-01-29 01:00:00,loyalty_card,success,2518.51,,0
900079,500062,2026-04-15 01:00:00,installment,success,89.15,,0
900080,500062,2026-04-22 00:00:00,installment,success,125.33,,0
900081,500063,2026-03-15 01:00:00,card,success,1600.55,,0
900082,500063,2026-03-16 00:00:00,refund,refunded,-400.14,,0
900083,500064,2026-03-07 01:00:00,card,failed,0.0,,0
900084,500064,2026-03-07 02:00:00,card,success,1387.84,,0
900085,500065,2026-02-20 01:00:00,card,success,142.91,,0
900086,500066,2026-03-16 01:00:00,card,success,4128.2,,0
900087,500067,2026-03-18 01:00:00,card,success,4090.84,,0
900088,500067,2026-03-19 00:00:00,refund,refunded,-2045.42,,0
900089,500068,2026-01-10 01:00:00,card,failed,0.0,,0
900090,500068,2026-01-10 02:00:00,card,success,1416.46,,0
900091,500069,2026-01-14 01:00:00,card,success,1365.52,,0
900092,500069,2026-01-15 00:00:00,refund,refunded,-682.76,,0
900093,500070,2026-03-23 01:00:00,card,failed,0.0,,0
900094,500070,2026-03-23 02:00:00,card,success,2844.52,,0
900095,500071,2026-02-20 01:00:00,card,failed,0.0,,0
900096,500071,2026-02-20 02:00:00,card,success,264.18,,0
900097,500072,2026-04-28 01:00:00,cash,success,112.6,,0
900098,500073,2026-03-14 01:00:00,card,failed,0.0,,0
900099,500073,2026-03-14 02:00:00,card,success,4178.44,,0
900100,500074,2026-02-08 01:00:00,card,failed,0.0,,0
900101,500074,2026-02-08 02:00:00,card,success,3376.34,,0
900102,500075,2026-01-28 01:00:00,cash,success,3060.71,,0
900103,500077,2026-03-25 01:00:00,card,success,255.94,,0
900104,500078,2026-03-11 01:00:00,loyalty_card,success,2295.28,C70038,0
900105,500081,2026-01-02 01:00:00,card,success,1526.37,,0
900106,500081,2026-01-03 00:00:00,refund,refunded,-152.64,,0
900107,500082,2026-04-03 01:00:00,card,success,6418.73,,0
900108,500083,2026-02-07 01:00:00,card,failed,0.0,,0
900109,500083,2026-02-07 02:00:00,card,success,6933.13,,0
900110,500084,2026-01-03 01:00:00,card,failed,0.0,,0
900111,500084,2026-01-03 02:00:00,card,success,2611.53,,0
900112,500085,2026-01-16 01:00:00,installment,success,426.35,,0
900113,500085,2026-01-23 00:00:00,installment,success,232.93,,0
900114,500086,2026-04-04 01:00:00,card,success,1892.8,,0
900115,500086,2026-04-05 00:00:00,refund,refunded,-1892.8,,0
900116,500087,2026-02-09 01:00:00,cash,success,6026.89,,0
900117,500088,2026-01-02 01:00:00,card,failed,0.0,,0
900118,500088,2026-01-02 02:00:00,card,success,1591.9,,0
900119,500089,2026-03-22 01:00:00,card,failed,0.0,,0
900120,500089,2026-03-22 02:00:00,card,success,2738.41,,0
900121,500090,2026-02-10 01:00:00,card,success,3807.44,,0
900122,500091,2026-01-12 01:00:00,cash,success,2204.22,,0
900123,500092,2026-02-04 01:00:00,points,success,0.0,C70145,50
900124,500093,2026-04-17 01:00:00,cash,success,50.29,,0
900125,500094,2026-03-06 01:00:00,card,success,4050.03,,0
900126,500095,2026-02-24 01:00:00,card,success,3662.14,,0
900127,500096,2026-02-14 01:00:00,card,failed,0.0,,0
900128,500096,2026-02-14 02:00:00,card,success,2738.52,,0
900129,500097,2026-03-20 01:00:00,card,failed,0.0,,0
900130,500097,2026-03-20 02:00:00,card,success,2516.4,,0
900131,500098,2026-03-31 01:00:00,card,failed,0.0,,0
900132,500098,2026-03-31 02:00:00,card,success,627.61,,0
900133,500099,2026-04-11 01:00:00,card,success,4495.71,,0
900134,500101,2026-03-03 01:00:00,card,success,4605.33,,0
900135,500102,2026-02-18 01:00:00,card,failed,0.0,,0
900136,500103,2026-04-05 01:00:00,card,success,1028.25,,0
900137,500104,2026-01-25 01:00:00,card,failed,0.0,,0
900138,500105,2026-01-23 01:00:00,card,success,681.02,,0
900139,500106,2026-01-24 01:00:00,card,failed,0.0,,0
900140,500107,2026-02-07 01:00:00,installment,success,3413.69,,0
900141,500107,2026-02-14 00:00:00,installment,success,4825.07,,0
900142,500108,2026-01-28 01:00:00,points,success,0.0,C70161,20
900143,500109,2026-01-21 01:00:00,card,success,5289.19,,0
900144,500110,2026-02-23 01:00:00,cash,success,1973.66,,0
900145,500111,2026-04-17 01:00:00,installment,success,1547.52,,0
900146,500111,2026-04-24 00:00:00,installment,success,1595.13,,0
900147,500112,2026-01-18 01:00:00,cash,success,2317.48,,0
900148,500113,2026-02-05 01:00:00,cash,success,2606.84,,0
900149,500114,2026-04-09 01:00:00,card,success,3435.51,,0
900150,500115,2026-02-14 01:00:00,card,success,4635.85,,0
900151,500116,2026-04-29 01:00:00,card,failed,0.0,,0
900152,500117,2026-03-14 01:00:00,installment,success,381.33,,0
900153,500117,2026-03-21 00:00:00,installment,success,232.62,,0
900154,500118,2026-02-22 01:00:00,card,success,853.65,,0
900155,500119,2026-04-12 01:00:00,cash,success,607.1,,0
900156,500120,2026-01-30 01:00:00,loyalty_card,success,520.32,,0
900157,500121,2026-03-01 01:00:00,loyalty_card,success,2720.23,,0
900158,500122,2026-04-18 01:00:00,card,success,4158.41,,0
900159,500123,2026-04-08 01:00:00,installment,success,2435.99,,0
900160,500123,2026-04-15 00:00:00,installment,success,1526.6,,0
900161,500124,2026-02-01 01:00:00,card,success,2053.39,,0
900162,500124,2026-02-02 00:00:00,refund,refunded,-513.35,,0
900163,500125,2026-03-08 01:00:00,card,failed,0.0,,0
900164,500125,2026-03-08 02:00:00,card,success,5763.79,,0
900165,500126,2026-03-08 01:00:00,cash,success,2421.97,,0
900166,500127,2026-01-28 01:00:00,loyalty_card,success,3465.08,C70018,20
900167,500128,2026-02-13 01:00:00,card,success,2884.07,,0
900168,500129,2026-03-20 01:00:00,card,success,1736.33,,0
900169,500130,2026-02-10 01:00:00,card,success,6317.87,,0
900170,500132,2026-01-23 01:00:00,cash,success,424.19,,0
900171,500133,2026-04-14 01:00:00,points,success,0.0,C70155,100
900172,500134,2026-03-16 01:00:00,cash,SUCCESS,3427.52,,0
900173,500135,2026-02-17 01:00:00,card,success,2983.51,,0
900174,500136,2026-02-01 01:00:00,card,failed,0.0,,0
900175,500137,2026-02-26 01:00:00,installment,success,333.67,,0
900176,500137,2026-03-05 00:00:00,installment,success,507.05,,0
900177,500138,2026-04-28 01:00:00,cash,success,1509.71,,0
900178,500139,2026-04-10 01:00:00,card,success,381.81,,0
900179,500140,2026-02-02 01:00:00,card,FAILED,0.0,,0
900180,500142,2026-02-08 01:00:00,card,failed,0.0,,0
900181,500143,2026-02-03 01:00:00,card,success,1085.06,,0
900182,500144,2026-02-25 01:00:00,card,failed,0.0,,0
900183,500144,2026-02-25 02:00:00,card,success,35.27,,0
900184,500145,2026-01-28 01:00:00,card,failed,0.0,,0
900185,500145,2026-01-28 02:00:00,card,success,2786.31,,0
900186,500146,2026-02-06 01:00:00,loyalty_card,success,668.47,C70126,20
900187,500148,2026-03-09 01:00:00,card,success,1210.07,,0
900188,500149,2026-02-06 01:00:00,loyalty_card,success,2976.14,C70087,10
900189,500150,2026-02-25 01:00:00,installment,success,2909.69,,0
900190,500150,2026-03-04 00:00:00,installment,success,2164.25,,0
900191,500151,2026-03-06 01:00:00,card,success,1428.04,,0
900192,500151,2026-03-07 00:00:00,refund,refunded,-357.01,,0
900193,500152,2026-03-06 01:00:00,points,success,0.0,C70084,10
900194,500153,2026-02-16 01:00:00,card,success,3058.07,,0
900195,500154,2026-01-20 01:00:00,card,success,154.44,,0
900196,500155,2026-01-19 01:00:00,card,failed,0.0,,0
900197,500155,2026-01-19 02:00:00,card,success,3309.57,,0
900198,500156,2026-01-29 01:00:00,cash,success,2561.06,,0
900199,500157,2026-03-15 01:00:00,card,success,874.44,,0
900200,500158,2026-03-01 01:00:00,points,success,0.0,C70161,50
900201,500159,2026-01-18 01:00:00,card,failed,0.0,,0
900202,500159,2026-01-18 02:00:00,card,success,1041.14,,0
900203,500160,2026-04-02 01:00:00,card,success,1129.65,,0
900204,500160,2026-04-03 00:00:00,refund,refunded,-1129.65,,0
900205,500161,2026-02-04 01:00:00,cash,success,4504.97,,0
900206,500162,2026-02-12 01:00:00,card,success,1957.17,,0
900207,500163,2026-04-21 01:00:00,installment,success,2049.5,,0
900208,500163,2026-04-28 00:00:00,installment,success,2774.55,,0
900209,500164,2026-04-05 01:00:00,card,success,84.97,,0
900210,500165,2026-04-01 01:00:00,loyalty_card,success,3993.34,C70165,0
900211,500166,2026-01-11 01:00:00,card,success,2401.13,,0
900212,500166,2026-01-12 00:00:00,refund,refunded,-600.28,,0
900213,500167,2026-02-18 01:00:00,card,failed,0.0,,0
900214,500168,2026-04-23 01:00:00,card,success,980.52,,0
900215,500169,2026-02-07 01:00:00,card,failed,0.0,,0
900216,500169,2026-02-07 02:00:00,card,success,1932.29,,0
900217,500170,2026-03-05 01:00:00,card,success,1800.99,,0
900218,500170,2026-03-06 00:00:00,refund,refunded,-180.1,,0
900219,500171,2026-03-10 01:00:00,card,success,1833.19,,0
900220,500172,2026-01-08 01:00:00,card,success,3304.07,,0
900221,500172,2026-01-09 00:00:00,refund,refunded,-3304.07,,0
900222,500173,2026-02-03 01:00:00,card,failed,0.0,,0
900223,500173,2026-02-03 02:00:00,card,success,2576.91,,0
900224,500174,2026-02-17 01:00:00,cash,success,601.88,,0
900225,500175,2026-04-26 01:00:00,card,failed,0.0,,0
900226,500175,2026-04-26 02:00:00,card,success,2527.91,,0
900227,500176,2026-02-25 01:00:00,installment,success,234.18,,0
900228,500176,2026-03-04 00:00:00,installment,success,419.05,,0
900229,500177,2026-03-17 01:00:00,card,success,1481.54,,0
900230,500178,2026-04-12 01:00:00,card,failed,0.0,,0
900231,500178,2026-04-12 02:00:00,card,success,381.98,,0
900232,500179,2026-03-06 01:00:00,card,failed,0.0,,0
900233,500179,2026-03-06 02:00:00,card,success,2471.63,,0
900234,500180,2026-01-31 01:00:00,card,success,3176.75,,0
900235,500180,2026-02-01 00:00:00,refund,refunded,-317.68,,0
900236,500181,2026-01-04 01:00:00,installment,success,812.68,,0
900237,500181,2026-01-11 00:00:00,installment,success,1215.25,,0
900238,500183,2026-04-19 01:00:00,card,success,1092.65,,0
900239,500183,2026-04-20 00:00:00,refund,refunded,-546.33,,0
900240,500184,2026-02-19 01:00:00,card,success,2933.55,,0
900241,500184,2026-02-20 00:00:00,refund,refunded,-293.36,,0
900242,500185,2026-03-10 01:00:00,card,failed,0.0,,0
900243,500185,2026-03-10 02:00:00,card,success,1809.48,,0
900244,500186,2026-01-30 01:00:00,card,success,411.75,,0
900245,500187,2026-04-30 01:00:00,loyalty_card,success,2060.38,,0
900246,500189,2026-02-28 01:00:00,card,failed,0.0,,0
900247,500189,2026-02-28 02:00:00,card,success,4409.9,,0
900248,500190,2026-03-08 01:00:00,loyalty_card,success,3706.1,C70026,5
900249,500192,2026-02-14 01:00:00,card,failed,0.0,,0
900250,500192,2026-02-14 02:00:00,card,success,2525.32,,0
900251,500193,2026-01-04 01:00:00,cash,success,2970.4,,0
900252,500194,2026-01-26 01:00:00,cash,success,1658.09,,0
900253,500195,2026-01-27 01:00:00,card,FAILED,0.0,,0
900254,500196,2026-02-15 01:00:00,loyalty_card,success,720.84,C70097,5
900255,500198,2026-04-17 01:00:00,card,failed,0.0,,0
900256,500198,2026-04-17 02:00:00,card,success,38.99,,0
900257,500199,2026-03-05 01:00:00,cash,success,5292.39,,0
900258,500200,2026-04-01 01:00:00,card,success,639.95,,0
900259,500201,2026-04-16 01:00:00,installment,success,257.57,,0
900260,500201,2026-04-23 00:00:00,installment,success,337.2,,0
900261,500202,2026-02-20 01:00:00,card,failed,0.0,,0
900262,500202,2026-02-20 02:00:00,card,success,6442.89,,0
900263,500203,2026-02-19 01:00:00,card,success,4473.02,,0
900264,500203,2026-02-20 00:00:00,refund,refunded,-447.3,,0
900265,500204,2026-01-06 01:00:00,loyalty_card,success,1768.42,,0
900266,500206,2026-01-15 01:00:00,cash,success,157.91,,0
900267,500207,2026-04-27 01:00:00,card,success,3692.92,,0
900268,500207,2026-04-28 00:00:00,refund,refunded,-923.23,,0
900269,500208,2026-01-30 01:00:00,card,success,928.43,,0
900270,500209,2026-02-11 01:00:00,installment,success,1144.03,,0
900271,500209,2026-02-18 00:00:00,installment,success,1014.33,,0
900272,500210,2026-04-11 01:00:00,points,success,0.0,C70085,10
900273,500211,2026-02-06 01:00:00,card,success,2152.56,,0
900274,500211,2026-02-07 00:00:00,refund,refunded,-2152.56,,0
900275,500212,2026-02-11 01:00:00,installment,success,336.34,,0
900276,500212,2026-02-18 00:00:00,installment,success,382.37,,0
900277,500213,2026-04-11 01:00:00,loyalty_card,success,2624.41,C70031,0
900278,500214,2026-02-04 01:00:00,card,failed,0.0,,0
900279,500214,2026-02-04 02:00:00,card,success,4740.49,,0
900280,500215,2026-03-28 01:00:00,points,success,0.0,C70123,20
900281,500216,2026-01-06 01:00:00,card,success,3955.03,,0
900282,500217,2026-03-09 01:00:00,loyalty_card,success,5230.5,,0
900283,500218,2026-01-18 01:00:00,loyalty_card,success,1762.33,,0
900284,500219,2026-03-14 01:00:00,loyalty_card,success,127.92,C70164,0
900285,500220,2026-04-23 01:00:00,installment,success,1363.28,,0
900286,500220,2026-04-30 00:00:00,installment,success,2412.91,,0
900287,500221,2026-01-29 01:00:00,installment,success,1188.38,,0
900288,500221,2026-02-05 00:00:00,installment,pending,0.0,,0
900289,500222,2026-03-18 01:00:00,card,success,2174.88,,0
900290,500222,2026-03-19 00:00:00,refund,refunded,-2174.88,,0
900291,500223,2026-02-28 01:00:00,card,success,4315.0,,0
900292,500224,2026-02-16 01:00:00,card,failed,0.0,,0
900293,500224,2026-02-16 02:00:00,card,success,2700.78,,0
900294,500226,2026-01-17 01:00:00,card,SUCCESS,3482.51,,0
900295,500227,2026-04-19 01:00:00,card,success,1799.06,,0
900296,500228,2026-04-06 01:00:00,card,success,4597.46,,0
900297,500229,2026-04-22 01:00:00,card,success,557.65,,0
900298,500229,2026-04-23 00:00:00,refund,refunded,-139.41,,0
900299,500230,2026-01-22 01:00:00,loyalty_card,success,3919.66,C70148,20
900300,500231,2026-03-09 01:00:00,card,success,1136.48,,0
900301,500232,2026-03-10 01:00:00,card,failed,0.0,,0
900302,500232,2026-03-10 02:00:00,card,success,1869.0,,0
900303,500233,2026-02-06 01:00:00,installment,success,1216.66,,0
900304,500233,2026-02-13 00:00:00,installment,success,1216.78,,0
900305,500234,2026-04-15 01:00:00,card,failed,0.0,,0
900306,500234,2026-04-15 02:00:00,card,success,1135.44,,0
900307,500236,2026-01-13 01:00:00,card,failed,0.0,,0
900308,500237,2026-02-03 01:00:00,card,failed,0.0,,0
900309,500237,2026-02-03 02:00:00,card,success,3547.72,,0
900310,500238,2026-04-19 01:00:00,points,success,0.0,C70129,20
900311,500239,2026-03-27 01:00:00,card,success,687.03,,0
900312,500240,2026-02-22 01:00:00,loyalty_card,success,897.29,,0
900313,500242,2026-02-20 01:00:00,installment,success,516.29,,0
900314,500242,2026-02-27 00:00:00,installment,success,616.27,,0
900315,500243,2026-01-03 01:00:00,installment,success,1101.87,,0
900316,500243,2026-01-10 00:00:00,installment,pending,0.0,,0
900317,500244,2026-02-11 01:00:00,card,success,1503.0,,0
900318,500245,2026-04-08 01:00:00,installment,SUCCESS,1697.96,,0
900319,500245,2026-04-15 00:00:00,installment,pending,0.0,,0
900320,500246,2026-02-01 01:00:00,card,success,2593.78,,0
900321,500246,2026-02-02 00:00:00,refund,refunded,-259.38,,0
900322,500247,2026-04-19 01:00:00,installment,success,2232.51,,0
900323,500247,2026-04-26 00:00:00,installment,pending,0.0,,0
900324,500248,2026-02-20 01:00:00,card,success,5908.15,,0
900325,500249,2026-04-23 01:00:00,installment,success,782.77,,0
900326,500249,2026-04-30 00:00:00,installment,success,1161.76,,0
900327,500250,2026-03-26 01:00:00,card,success,115.84,,0
900328,500251,2026-02-15 01:00:00,loyalty_card,success,4758.33,,0
900329,500253,2026-01-21 01:00:00,card,success,1672.0,,0
900330,500253,2026-01-22 00:00:00,refund,refunded,-836.0,,0
900331,500254,2026-02-13 01:00:00,card,failed,0.0,,0
900332,500254,2026-02-13 02:00:00,card,success,2996.58,,0
900333,500255,2026-01-11 01:00:00,loyalty_card,success,4404.03,C70059,10
900334,500256,2026-04-13 01:00:00,card,success,1406.45,,0
900335,500257,2026-03-09 01:00:00,installment,success,895.72,,0
900336,500257,2026-03-16 00:00:00,installment,success,1141.28,,0
900337,500258,2026-04-25 01:00:00,points,success,0.0,C70075,100
900338,500259,2026-01-01 01:00:00,card,success,5541.12,,0
900339,500259,2026-01-02 00:00:00,refund,refunded,-2770.56,,0
900340,500260,2026-04-02 01:00:00,card,success,4368.54,,0
900341,500262,2026-01-24 01:00:00,card,failed,0.0,,0
900342,500263,2026-04-09 01:00:00,installment,success,755.55,,0
900343,500263,2026-04-16 00:00:00,installment,pending,0.0,,0
900344,500264,2026-01-13 01:00:00,card,success,5473.88,,0
900345,500266,2026-04-08 01:00:00,loyalty_card,success,2373.48,C70079,0
900346,500267,2026-01-11 01:00:00,installment,success,952.06,,0
900347,500267,2026-01-18 00:00:00,installment,success,1633.85,,0
900348,500269,2026-02-20 01:00:00,card,success,2006.19,,0
900349,500270,2026-01-17 01:00:00,installment,success,2637.6,,0
900350,500270,2026-01-24 00:00:00,installment,success,4804.75,,0
900351,500271,2026-04-09 01:00:00,card,success,2130.48,,0
900352,500272,2026-03-23 01:00:00,card,success,661.6,,0
900353,500272,2026-03-24 00:00:00,refund,refunded,-661.6,,0
900354,500274,2026-03-27 01:00:00,loyalty_card,success,3146.22,,0
900355,500275,2026-01-24 01:00:00,card,success,1492.23,,0
900356,500275,2026-01-25 00:00:00,refund,refunded,-746.12,,0
900357,500276,2026-01-19 01:00:00,card,failed,0.0,,0
900358,500276,2026-01-19 02:00:00,card,success,3735.52,,0
900359,500277,2026-02-06 01:00:00,card,success,6089.42,,0
900360,500278,2026-04-13 01:00:00,card,success,2621.18,,0
900361,500279,2026-03-26 01:00:00,loyalty_card,success,262.51,C70050,0
900362,500280,2026-01-08 01:00:00,cash,success,5001.15,,0
900363,500281,2026-01-28 01:00:00,cash,success,8205.11,,0
900364,500282,2026-01-05 01:00:00,card,failed,0.0,,0
900365,500282,2026-01-05 02:00:00,card,success,4051.37,,0
900366,500283,2026-01-17 01:00:00,card,success,1298.1,,0
900367,500284,2026-04-11 01:00:00,points,success,0.0,C70015,10
900368,500286,2026-04-28 01:00:00,card,failed,0.0,,0
900369,500286,2026-04-28 02:00:00,card,success,1533.09,,0
900370,500287,2026-01-19 01:00:00,card,success,1980.34,,0
900371,500288,2026-03-05 01:00:00,card,success,3750.35,,0
900372,500290,2026-04-27 01:00:00,card,success,4401.27,,0
900373,500291,2026-04-08 01:00:00,card,success,3937.23,,0
900374,500292,2026-01-11 01:00:00,card,failed,0.0,,0
900375,500294,2026-02-14 01:00:00,cash,success,3318.17,,0
900376,500295,2026-02-16 01:00:00,card,failed,0.0,,0
900377,500296,2026-01-12 01:00:00,installment,success,5820.33,,0
900378,500296,2026-01-19 00:00:00,installment,success,3338.5,,0
900379,500297,2026-04-28 01:00:00,card,failed,0.0,,0
900380,500297,2026-04-28 02:00:00,card,success,472.3,,0
900381,500298,2026-01-21 01:00:00,card,failed,0.0,,0
900382,500298,2026-01-21 02:00:00,card,success,6962.96,,0
900383,500299,2026-04-28 01:00:00,loyalty_card,success,481.38,C70147,0
900384,500300,2026-01-11 01:00:00,card,success,342.63,,0
900385,500301,2026-04-13 01:00:00,loyalty_card,success,750.44,,0
900386,500302,2026-04-02 01:00:00,loyalty_card,success,5270.75,C70160,20
900387,500303,2026-01-05 01:00:00,card,success,2135.93,,0
900388,500303,2026-01-06 00:00:00,refund,refunded,-1067.96,,0
900389,500304,2026-03-22 01:00:00,cash,success,645.18,,0
900390,500305,2026-02-25 01:00:00,cash,success,5164.85,,0
900391,500306,2026-01-20 01:00:00,cash,success,1978.58,,0
900392,500308,2026-02-15 01:00:00,cash,success,2573.45,,0
900393,500309,2026-01-12 01:00:00,card,success,1240.38,,0
900394,500310,2026-03-11 01:00:00,card,success,1845.11,,0
900395,500312,2026-04-25 01:00:00,card,failed,0.0,,0
900396,500312,2026-04-25 02:00:00,card,success,939.35,,0
900397,500313,2026-01-19 01:00:00,loyalty_card,success,870.07,,0
900398,500314,2026-01-26 01:00:00,loyalty_card,success,1247.32,,0
900399,500315,2026-02-17 01:00:00,cash,success,4144.96,,0
900400,500316,2026-04-18 01:00:00,points,success,0.0,C70096,10
900401,500317,2026-04-18 01:00:00,cash,success,2479.32,,0
900402,500318,2026-02-21 01:00:00,cash,success,1607.74,,0
900403,500319,2026-04-06 01:00:00,card,success,2835.14,,0
900404,500321,2026-02-24 01:00:00,card,failed,0.0,,0
900405,500321,2026-02-24 02:00:00,card,success,1385.32,,0
900406,500323,2026-04-12 01:00:00,card,success,2729.08,,0
900407,500324,2026-03-16 01:00:00,installment,success,1257.04,,0
900408,500324,2026-03-23 00:00:00,installment,success,2001.68,,0
900409,500325,2026-02-02 01:00:00,card,failed,0.0,,0
900410,500325,2026-02-02 02:00:00,card,success,3336.92,,0
900411,500326,2026-03-03 01:00:00,card,failed,0.0,,0
900412,500326,2026-03-03 02:00:00,card,success,3535.75,,0
900413,500327,2026-03-29 01:00:00,cash,success,1173.84,,0
900414,500328,2026-01-23 01:00:00,card,success,5914.35,,0
900415,500328,2026-01-24 00:00:00,refund,refunded,-591.44,,0
900416,500329,2026-01-15 01:00:00,card,success,2252.86,,0
900417,500330,2026-01-27 01:00:00,card,failed,0.0,,0
900418,500330,2026-01-27 02:00:00,card,success,4581.69,,0
900419,500331,2026-03-16 01:00:00,card,success,1815.78,,0
900420,500332,2026-03-05 01:00:00,card,failed,0.0,,0
900421,500332,2026-03-05 02:00:00,card,success,1640.03,,0
900422,500333,2026-04-25 01:00:00,loyalty_card,success,1969.52,C70117,10
900423,500334,2026-04-24 01:00:00,loyalty_card,success,4123.11,,0
900424,500335,2026-03-22 01:00:00,card,success,4686.06,,0
900425,500336,2026-02-20 01:00:00,loyalty_card,success,397.25,,0
900426,500337,2026-02-22 01:00:00,loyalty_card,success,1627.37,C70139,10
900427,500338,2026-03-19 01:00:00,card,success,4655.95,,0
900428,500339,2026-04-01 01:00:00,cash,success,3828.4,,0
900429,500340,2026-03-23 01:00:00,cash,success,1511.16,,0
900430,500341,2026-04-02 01:00:00,cash,success,60.38,,0
900431,500343,2026-02-16 01:00:00,installment,success,3236.3,,0
900432,500343,2026-02-23 00:00:00,installment,success,2447.13,,0
900433,500344,2026-04-21 01:00:00,loyalty_card,success,3521.31,C70112,0
900434,500345,2026-01-04 01:00:00,card,failed,0.0,,0
