order_id,customer_id,order_date,order_status,sales_channel,currency
500052,10238,2026-04-23,pending,online,CHF
500053,10115,2026-04-07,pending,store,CHF
500054,10007,2026-03-17,refunded,store,CHF
500055,10080,2026-04-25,paid,store,CHF
500056,10144,2026-01-15,paid,online,CHF
500057,10097,2026-02-10,paid,online,CHF
500058,10004,2026-02-08,paid,online,CHF
500059,10004,2026-01-02,paid,mobile_app,CHF
500060,10103,2026-03-04,paid,online,CHF
500061,10040,2026-01-29,paid,store,CHF
500062,10017,2026-04-15,paid,store,CHF
500063,10101,2026-03-15,pending,store,CHF
500064,10103,2026-03-07,paid,mobile_app,CHF
500065,10124,2026-02-20,pending,online,CHF
500066,10052,2026-03-16,paid,store,CHF
500067,10221,2026-03-18,paid,store,CHF
500068,10052,2026-01-10,paid,online,CHF
500069,10164,2026-01-14,paid,online,CHF
500070,10124,2026-03-23,paid,store,CHF
500071,10166,2026-02-20,paid,mobile_app,CHF
500072,10231,2026-04-28,paid,online,CHF
500073,10178,2026-03-14,paid,store,CHF
500074,10063,2026-02-08,paid,mobile_app,CHF
500075,10229,2026-01-28,refunded,store,CHF
500076,10116,2026-01-03,cancelled,mobile_app,CHF
500077,10191,2026-03-25,cancelled,mobile_app,CHF
500078,10062,2026-03-11,paid,online,CHF
500079,10227,2026-01-27,cancelled,online,CHF
500080,10007,2026-04-27,cancelled,store,CHF
500081,10155,2026-01-02,paid,mobile_app,CHF
500082,10092,2026-04-03,refunded,online,CHF
500083,10214,2026-02-07,paid,online,CHF
500084,10014,2026-01-03,refunded,mobile_app,CHF
500085,10199,2026-01-16,pending,mobile_app,CHF
500086,10229,2026-04-04,paid,online,CHF
500087,10086,2026-02-09,paid,store,CHF
500088,10133,2026-01-02,refunded,mobile_app,CHF
500089,10183,2026-03-22,paid,online,CHF
500090,10130,2026-02-10,paid,mobile_app,CHF
500091,10062,2026-01-12,refunded,online,CHF
500092,10219,2026-02-04,paid,store,CHF
500093,10149,2026-04-17,paid,store,CHF
500094,10246,2026-03-06,paid,online,CHF
500095,10230,2026-02-24,paid,online,CHF
500096,10079,2026-02-14,paid,store,CHF
500097,10149,2026-03-20,PAID,online,CHF
500098,10138,2026-03-31,paid,store,CHF
500099,10215,2026-04-11,paid,online,CHF
500100,10058,2026-03-26,cancelled,online,CHF
500101,10120,2026-03-03,paid,store,CHF
500102,10167,2026-02-18,paid,store,CHF
500103,10133,2026-04-05,paid,store,CHF
500104,10065,2026-01-25,paid,online,CHF
500105,10013,2026-01-23,paid,store,CHF
500106,10213,2026-01-24,paid,store,CHF
500107,10218,2026-02-07,pending,mobile_app,CHF
500108,10242,2026-01-28,paid,mobile_app,CHF
500109,10237,2026-01-21,paid,online,CHF
500110,10213,2026-02-23,paid,mobile_app,CHF
500111,10181,2026-04-17,paid,store,CHF
500112,10082,2026-01-18,paid,online,CHF
500113,10229,2026-02-05,paid,online,CHF
500114,10173,2026-04-09,paid,online,CHF
500115,10160,2026-02-14,paid,store,CHF
500116,10164,2026-04-29,paid,online,CHF
500117,10209,2026-03-14,paid,store,CHF
500118,10227,2026-02-22,paid,online,CHF
500119,10241,2026-04-12,paid,store,CHF
500120,10188,2026-01-30,paid,store,CHF
500121,10139,2026-03-01,paid,store,CHF
500122,10191,2026-04-18,paid,store,CHF
500123,10149,2026-04-08,paid,online,CHF
500124,10052,2026-02-01,paid,store,CHF
500125,10183,2026-03-08,paid,mobile_app,CHF
500126,10117,2026-03-08,paid,store,CHF
500127,10026,2026-01-28,paid,store,CHF
500128,10196,2026-02-13,paid,online,CHF
500129,10034,2026-03-20,pending,store,CHF
500130,10052,2026-02-10,paid,online,CHF
500131,10112,2026-03-04,cancelled,online,CHF
500132,10082,2026-01-23,paid,store,CHF
500133,10232,2026-04-14,paid,store,CHF
500134,10227,2026-03-16,paid,store,CHF
500135,10233,2026-02-17,paid,store,CHF
500136,10221,2026-02-01,paid,store,CHF
500137,10180,2026-02-26,pending,store,CHF
500138,10157,2026-04-28,paid,store,CHF
500139,10166,2026-04-10,pending,online,CHF
500140,10042,2026-02-02,paid,online,CHF
500141,10021,2026-01-24,cancelled,online,CHF
500142,10042,2026-02-08,paid,store,CHF
500143,10141,2026-02-03,cancelled,store,CHF
500144,10113,2026-02-25,paid,mobile_app,CHF
500145,10105,2026-01-28,paid,online,CHF
500146,10192,2026-02-06,paid,mobile_app,CHF
500147,10017,2026-01-07,cancelled,store,CHF
500148,10120,2026-03-09,paid,online,CHF
500149,10137,2026-02-06,pending,online,CHF
500150,10169,2026-02-25,paid,store,CHF
500151,10129,2026-03-06,pending,online,CHF
500152,10130,2026-03-06,pending,online,CHF
500153,10060,2026-02-16,pending,store,CHF
500154,10048,2026-01-20,paid,store,CHF
500155,10029,2026-01-19,paid,online,CHF
500156,999003,2026-01-29,refunded,mobile_app,CHF
500157,10010,2026-03-15,paid,store,CHF
500158,10242,2026-03-01,paid,store,CHF
500159,10058,2026-01-18,paid,store,CHF
500160,10188,2026-04-02,paid,online,CHF
500161,10232,2026-02-04,paid,store,CHF
500162,10021,2026-02-12,paid,mobile_app,CHF
500163,10028,2026-04-21,pending,store,CHF
500164,10203,2026-04-05,paid,store,CHF
500165,10247,2026-04-01,pending,online,CHF
500166,10034,2026-01-11,paid,online,CHF
500167,10008,2026-02-18,paid,online,CHF
500168,10187,2026-04-23,paid,store,CHF
500169,10214,2026-02-07,paid,mobile_app,CHF
500170,10200,2026-03-05,pending,store,CHF
500171,10177,2026-03-10,paid,mobile_app,CHF
500172,10079,2026-01-08,paid,store,CHF
500173,10145,2026-02-03,paid,online,CHF
500174,10188,2026-02-17,paid,online,CHF
500175,10087,2026-04-26,paid,store,CHF
500176,10088,2026-02-25,paid,mobile_app,CHF
500177,10173,2026-03-17,paid,store,CHF
500178,10211,2026-04-12,pending,store,CHF
500179,10069,2026-03-06,paid,online,CHF
500180,10160,2026-01-31,paid,store,CHF
500181,10172,2026-01-04,paid,online,CHF
500182,10193,2026-04-23,cancelled,store,CHF
500183,10087,2026-04-19,paid,store,CHF
500184,10101,2026-02-19,paid,store,CHF
500185,10008,2026-03-10,PAID,store,CHF
500186,10077,2026-01-30,refunded,online,CHF
500187,10200,2026-04-30,paid,online,CHF
500188,10249,2026-03-29,cancelled,mobile_app,CHF
500189,10087,2026-02-28,paid,online,CHF
500190,10043,2026-03-08,paid,store,CHF
500191,10129,2026-03-16,cancelled,store,CHF
500192,10109,2026-02-14,paid,store,CHF
500193,10179,2026-01-04,pending,store,CHF
500194,10152,2026-01-26,pending,online,CHF
500195,10227,2026-01-27,pending,store,CHF
500196,10152,2026-02-15,paid,store,CHF
500197,10017,2026-04-28,cancelled,mobile_app,CHF
500198,10133,2026-04-17,paid,online,CHF
500199,10148,2026-03-05,pending,store,CHF
500200,10021,2026-04-01,paid,store,CHF
500201,10232,2026-04-16,pending,store,CHF
500202,10058,2026-02-20,paid,mobile_app,CHF
500203,10159,2026-02-19,paid,store,CHF
500204,10110,2026-01-06,paid,store,CHF
500205,10228,2026-02-28,cancelled,store,CHF
500206,10139,2026-01-15,paid,online,CHF
500207,10180,2026-04-27,paid,store,CHF
500208,10143,2026-01-30,cancelled,online,CHF
500209,10211,2026-02-11,paid,online,CHF
500210,10135,2026-04-11,paid,online,CHF
500211,10243,2026-02-06,paid,store,CHF
500212,10028,2026-02-11,paid,online,CHF
500213,10051,2026-04-11,paid,online,CHF
500214,10235,2026-02-04,paid,store,CHF
500215,10186,2026-03-28,paid,online,CHF
500216,10005,2026-01-06,paid,store,CHF
500217,10005,2026-03-09,paid,store,CHF
500218,10094,2026-01-18,paid,online,CHF
500219,10246,2026-03-14,paid,store,CHF
500220,10096,2026-04-23,pending,online,CHF
500221,10008,2026-01-29,paid,store,CHF
500222,10064,2026-03-18,paid,mobile_app,CHF
500223,10138,2026-02-28,cancelled,mobile_app,CHF
500224,10038,2026-02-16,refunded,mobile_app,CHF
500225,10111,2026-04-26,cancelled,store,CHF
500226,10224,2026-01-17,cancelled,store,CHF
500227,10112,2026-04-19,pending,online,CHF
500228,10220,2026-04-06,paid,store,CHF
500229,10081,2026-04-22,pending,store,CHF
500230,10223,2026-01-22,paid,online,CHF
500231,10136,2026-03-09,pending,online,CHF
500232,10104,2026-03-10,paid,mobile_app,CHF
500233,10153,2026-02-06,paid,store,CHF
500234,10073,2026-04-15,paid,store,CHF
500235,10194,2026-02-18,cancelled,store,CHF
500236,10207,2026-01-13,paid,mobile_app,CHF
500237,10178,2026-02-03,pending,online,CHF
500238,10195,2026-04-19,pending,online,CHF
500239,10049,2026-03-27,paid,mobile_app,CHF
500240,10036,2026-02-22,pending,online,CHF
500241,10126,2026-03-28,cancelled,online,CHF
500242,10068,2026-02-20,paid,store,CHF
500243,10078,2026-01-03,paid,online,CHF
500244,10105,2026-02-11,paid,online,CHF
500245,10169,2026-04-08,paid,online,CHF
500246,10217,2026-02-01,paid,mobile_app,CHF
500247,10122,2026-04-19,pending,mobile_app,CHF
500248,10119,2026-02-20,paid,online,CHF
500249,10190,2026-04-23,pending,online,CHF
500250,10114,2026-03-26,paid,online,CHF
500251,10010,2026-02-15,paid,store,CHF
500252,10149,2026-04-18,cancelled,store,CHF
500253,10164,2026-01-21,pending,online,CHF
500254,10140,2026-02-13,paid,online,CHF
500255,10091,2026-01-11,paid,store,CHF
500256,10232,2026-04-13,paid,mobile_app,CHF
500257,10002,2026-03-09,paid,store,CHF
500258,10118,2026-04-25,paid,store,CHF
500259,10013,2026-01-01,paid,online,CHF
500260,10181,2026-04-02,paid,store,CHF
500261,10160,2026-03-04,cancelled,store,CHF
500262,10095,2026-01-24,paid,store,CHF
500263,10144,2026-04-09,paid,online,CHF
500264,10032,2026-01-13,paid,store,CHF
500265,10032,2026-04-21,cancelled,online,CHF
500266,10124,2026-04-08,pending,online,CHF
500267,10226,2026-01-11,paid,store,CHF
500268,10011,2026-04-10,cancelled,mobile_app,CHF
500269,10010,2026-02-20,paid,store,CHF
500270,10015,2026-01-17,paid,mobile_app,CHF
500271,10017,2026-04-09,paid,online,CHF
500272,10168,2026-03-23,paid,mobile_app,CHF
500273,10146,2026-04-14,cancelled,store,CHF
500274,10183,2026-03-27,pending,online,CHF
500275,10201,2026-01-24,paid,store,CHF
500276,10153,2026-01-19,paid,store,CHF
500277,10232,2026-02-06,paid,online,CHF
500278,10059,2026-04-13,paid,store,CHF
500279,10078,2026-03-26,paid,online,CHF
500280,10124,2026-01-08,paid,store,CHF
500281,10250,2026-01-28,paid,store,CHF
500282,10217,2026-01-05,paid,online,CHF
500283,10114,2026-01-17,paid,store,CHF
500284,10022,2026-04-11,paid,online,CHF
500285,10244,2026-02-05,cancelled,online,CHF
500286,10158,2026-04-28,paid,online,CHF
500287,10212,2026-01-19,refunded,store,CHF
500288,10213,2026-03-05,paid,online,CHF
500289,10172,2026-04-01,cancelled,mobile_app,CHF
500290,10032,2026-04-27,pending,online,CHF
500291,10179,2026-04-08,paid,online,CHF
500292,10174,2026-01-11,paid,online,CHF
500293,10113,2026-02-23,cancelled,online,CHF
500294,10120,2026-02-14,paid,online,CHF
500295,10149,2026-02-16,paid,store,CHF
500296,10227,2026-01-12,paid,store,CHF
500297,10122,2026-04-28,paid,online,CHF
500298,10032,2026-01-21,paid,store,CHF
500299,10222,2026-04-28,refunded,online,CHF
500300,10119,2026-01-11,paid,store,CHF
500301,10039,2026-04-13,paid,online,CHF
500302,10241,2026-04-02,pending,store,CHF
500303,10012,2026-01-05,paid,store,CHF
500304,10233,2026-03-22,refunded,mobile_app,CHF
500305,10175,2026-02-25,paid,mobile_app,CHF
500306,10018,2026-01-20,paid,online,CHF
500307,10149,2026-02-10,cancelled,online,CHF
500308,10141,2026-02-15,paid,online,CHF
500309,10149,2026-01-12,cancelled,online,CHF
500310,10126,2026-03-11,refunded,online,CHF
500311,10136,2026-01-17,cancelled,store,CHF
500312,10046,2026-04-25,paid,online,CHF
500313,10104,2026-01-19,pending,online,CHF
500314,10238,2026-01-26,paid,mobile_app,CHF
500315,10135,2026-02-17,paid,store,CHF
500316,10151,2026-04-18,pending,online,CHF
500317,10236,2026-04-18,paid,online,CHF
500318,10224,2026-02-21,paid,store,CHF
500319,10203,2026-04-06,pending,store,CHF
500320,10086,2026-03-11,cancelled,store,CHF
500321,10150,2026-02-24,paid,store,CHF
500322,10235,2026-04-10,cancelled,store,CHF
500323,10089,2026-04-12,paid,online,CHF
500324,10022,2026-03-16,pending,online,CHF
500325,10092,2026-02-02,paid,online,CHF
500326,10029,2026-03-03,paid,mobile_app,CHF
500327,10013,2026-03-29,paid,store,CHF
500328,10210,2026-01-23,paid,store,CHF
500329,10002,2026-01-15,paid,online,CHF
500330,10029,2026-01-27,pending,store,CHF
500331,10213,2026-03-16,paid,store,CHF
500332,10207,2026-03-05,paid,store,CHF
500333,10180,2026-04-25,paid,store,CHF
500334,10027,2026-04-24,paid,online,CHF
500335,10050,2026-03-22,paid,store,CHF
500336,10095,2026-02-20,paid,online,CHF
500337,10207,2026-02-22,paid,store,CHF
500338,10243,2026-03-19,paid,online,CHF
500339,10151,2026-04-01,paid,store,CHF
500340,10088,2026-03-23,paid,online,CHF
500341,10044,2026-04-02,paid,store,CHF
500342,10205,2026-02-20,cancelled,store,CHF
500343,10022,2026-02-16,pending,online,CHF
500344,10171,2026-04-21,paid,store,CHF
500345,10165,2026-01-04,refunded,store,CHF
500346,10189,2026-01-07,paid,store,CHF
500347,10097,2026-04-19,paid,mobile_app,CHF
500348,10184,2026-02-04,refunded,store,CHF
500349,10003,2026-02-17,paid,online,CHF
500350,10191,2026-03-14,refunded,store,CHF
500351,10118,2026-03-13,paid,store,CHF
500352,10019,2026-04-26,paid,store,CHF
500353,10023,2026-02-14,paid,mobile_app,CHF
500354,10157,2026-03-22,cancelled,store,CHF
500355,10030,2026-03-22,paid,store,CHF
500356,10039,2026-04-23,paid,store,CHF
500357,10108,2026-04-07,paid,store,CHF
500358,10111,2026-04-06,paid,store,CHF
500359,10025,2026-03-13,paid,online,CHF
500360,10128,2026-01-19,paid,store,CHF
500361,10229,2026-03-04,pending,store,CHF
500362,999004,2026-02-07,paid,online,CHF
500363,10136,2026-03-08,pending,store,CHF
500364,10106,2026-02-28,pending,store,CHF
500365,10186,2026-03-10,PAID,store,CHF
500366,10144,2026-01-13,paid,online,CHF
500367,10072,2026-02-16,paid,store,CHF
500368,10129,2026-04-20,paid,online,CHF
500369,10108,2026-03-02,paid,store,CHF
500370,10005,,paid,online,CHF
500371,10003,2026-04-29,paid,store,CHF
500372,10193,2026-03-21,paid,online,CHF
500373,10132,2026-04-24,paid,online,CHF
500374,10104,2026-04-06,paid,online,CHF
500375,10227,2026-01-22,paid,store,CHF
500376,10224,2026-04-03,cancelled,store,CHF
500377,10064,2026-03-27,paid,store,CHF
500378,10106,2026-02-12,paid,store,CHF
500379,10098,2026-03-08,paid,store,CHF
500380,10235,2026-02-23,paid,online,CHF
500381,10217,2026-01-10,paid,store,CHF
500382,10010,2026-02-11,paid,store,CHF
500383,10149,2026-03-05,paid,online,CHF
500384,10128,2026-01-21,paid,online,CHF
500385,10046,2026-03-21,paid,store,CHF
500386,10231,2026-03-17,paid,online,CHF
500387,10219,2026-03-07,paid,store,CHF
500388,10155,2026-02-10,cancelled,online,CHF
500389,10066,2026-01-24,pending,online,CHF
500390,10169,2026-02-04,paid,online,CHF
500391,10112,2026-02-25,cancelled,online,CHF
500392,10013,2026-01-30,paid,store,CHF
500393,10137,2026-02-26,paid,store,CHF
500394,10244,2026-04-04,paid,online,CHF
500395,10164,2026-02-16,paid,store,CHF
500396,10086,2026-02-04,paid,mobile_app,CHF
500397,10234,2026-01-19,paid,store,CHF
500398,10090,2026-04-24,paid,store,CHF
500399,10058,2026-01-08,pending,store,CHF
500400,10054,2026-01-26,pending,store,CHF
500401,10012,2026-04-23,cancelled,online,CHF
500402,10209,2026-04-14,cancelled,online,CHF
500403,10206,2026-03-12,paid,online,CHF
500404,10014,2026-01-30,paid,online,CHF
500405,10121,2026-01-07,paid,mobile_app,CHF
500406,10162,2026-03-08,paid,online,CHF
500407,10181,2026-03-06,paid,store,CHF
500408,10121,2026-02-05,refunded,online,CHF
500409,10020,2026-01-25,paid,store,CHF
500410,10075,2026-02-06,paid,store,CHF
500411,10144,2026-01-01,paid,online,CHF
500412,10243,2026-01-15,paid,store,CHF
500413,10223,2026-02-06,cancelled,store,CHF
500414,10247,2026-01-13,paid,store,CHF
500415,10070,2026-04-14,paid,store,CHF
500416,10056,2026-01-08,pending,mobile_app,CHF
500417,10211,2026-01-05,paid,store,CHF
500418,10101,2026-03-01,paid,store,CHF
500419,10186,2026-03-14,paid,store,CHF
500420,10132,2026-01-01,pending,store,CHF
500421,10111,2026-02-05,paid,mobile_app,CHF
500422,10125,2026-02-04,cancelled,store,CHF
500423,10132,2026-03-07,pending,online,CHF
500424,10020,2026-03-04,paid,online,CHF
500425,10138,2026-04-14,refunded,mobile_app,CHF
500426,10024,2026-01-23,cancelled,online,CHF
500427,10246,2026-01-09,cancelled,online,CHF
500428,10227,2026-02-03,cancelled,store,CHF
500429,10154,2026-02-15,paid,store,CHF
500430,10037,2026-03-19,paid,store,CHF
500431,10230,2026-01-04,paid,mobile_app,CHF
500432,10213,2026-01-30,paid,store,CHF
500433,10054,2026-04-05,paid,store,CHF
500434,10232,2026-04-12,pending,store,CHF
500435,10103,2026-03-16,pending,store,CHF
500436,10149,,paid,store,CHF
500437,10202,2026-03-13,pending,mobile_app,CHF
500438,10038,2026-01-03,cancelled,store,CHF
500439,10174,2026-01-14,paid,online,CHF
500440,10004,2026-03-01,paid,online,CHF
500441,10188,2026-03-18,paid,store,CHF
500442,10057,2026-02-14,cancelled,store,CHF
500443,10173,2026-04-06,paid,store,CHF
500444,10020,2026-02-03,paid,store,CHF
500445,10017,2026-02-14,paid,online,CHF
500446,10119,2026-03-02,cancelled,store,CHF
500447,10071,2026-03-24,pending,store,CHF
500448,10004,2026-04-12,paid,online,CHF
500449,10221,2026-01-16,refunded,mobile_app,CHF
500450,10014,2026-03-07,pending,online,CHF
500451,10003,2026-02-09,pending,online,CHF
500452,10216,2026-01-17,pending,online,CHF
500453,10229,2026-04-29,pending,store,CHF
500454,999001,2026-02-03,paid,online,CHF
500455,10186,2026-04-16,paid,store,CHF
500456,10055,2026-01-16,paid,online,CHF
500457,10244,2026-04-12,paid,online,CHF
500458,10132,2026-03-01,paid,store,CHF
500459,10120,2026-03-07,paid,online,CHF
500460,10024,2026-03-07,refunded,mobile_app,CHF
500461,10162,2026-03-31,pending,store,CHF
500462,10158,2026-01-13,pending,online,CHF
500463,10082,2026-02-25,paid,store,CHF
500464,10147,2026-04-21,paid,online,CHF
500465,10159,2026-01-31,paid,online,CHF
500466,10188,2026-02-03,paid,online,CHF
500467,10060,2026-02-08,paid,mobile_app,CHF
500468,10147,2026-03-08,paid,mobile_app,CHF
500469,10049,2026-01-08,pending,online,CHF
500470,10063,2026-03-28,paid,store,CHF
500471,10110,2026-03-19,paid,mobile_app,CHF
500472,10211,2026-04-30,paid,store,CHF
500473,10150,2026-02-24,paid,mobile_app,CHF
500474,10152,2026-01-27,paid,store,CHF
500475,10109,2026-04-28,pending,store,CHF
500476,10076,2026-04-03,paid,online,CHF
500477,10030,2026-04-13,paid,store,CHF
500478,10058,2026-02-22,paid,store,CHF
500479,10230,2026-02-08,paid,store,CHF
500480,10117,2026-03-06,paid,store,CHF
500481,10159,2026-01-17,cancelled,store,CHF
500482,10100,2026-04-15,paid,store,CHF
500483,10192,2026-01-30,paid,store,CHF
500484,10019,2026-02-22,paid,store,CHF
500485,10176,2026-01-13,paid,online,CHF
500486,10173,2026-01-21,pending,store,CHF
500487,10228,2026-01-19,paid,mobile_app,CHF
500488,10094,2026-02-22,paid,mobile_app,CHF
500489,10183,2026-01-19,paid,store,CHF
500490,10113,2026-02-26,paid,online,CHF
500491,10183,2026-01-25,paid,online,CHF
500492,10225,2026-03-27,paid,mobile_app,CHF
500493,10146,2026-01-31,paid,online,CHF
500494,10063,2026-03-22,pending,store,CHF
500495,10116,2026-02-24,paid,online,CHF
500496,10113,2026-01-23,pending,online,CHF
500497,10220,2026-02-01,paid,online,CHF
500498,10047,2026-03-03,refunded,store,CHF
500499,10203,2026-03-15,pending,mobile_app,CHF
500500,10057,2026-01-10,paid,mobile_app,CHF
500501,10118,2026-04-10,pending,store,CHF
500502,10045,2026-03-13,paid,store,CHF
500503,10161,2026-02-23,pending,store,CHF
500504,10145,2026-02-21,paid,online,CHF
500505,10198,2026-01-20,paid,online,CHF
500506,10004,2026-02-01,paid,online,CHF
500507,10148,2026-04-24,refunded,store,CHF
500508,10240,2026-01-14,paid,online,CHF
500509,10047,2026-02-19,paid,store,CHF
500510,10219,2026-01-28,cancelled,online,CHF
500511,10143,2026-04-20,pending,online,CHF
500512,10198,2026-04-26,paid,mobile_app,CHF
500513,10047,2026-02-22,paid,mobile_app,CHF
500514,10078,2026-01-24,paid,mobile_app,CHF
500515,10124,2026-03-20,PAID,store,CHF
500516,10075,2026-01-22,paid,online,CHF
500517,10103,2026-01-30,refunded,online,CHF
500518,10137,2026-03-04,paid,mobile_app,CHF
500519,10090,2026-01-04,paid,store,CHF
500520,10144,2026-03-18,paid,store,CHF
500521,10069,2026-02-28,paid,store,CHF
500522,10249,2026-03-28,paid,online,CHF
500523,10244,2026-01-08,paid,store,CHF
500524,10061,2026-03-23,paid,store,CHF
500525,10138,2026-01-12,pending,store,CHF
500526,10050,2026-04-29,paid,store,CHF
500527,10003,2026-01-31,refunded,mobile_app,CHF
500528,10205,2026-03-19,pending,store,CHF
500529,10107,2026-02-03,paid,online,CHF
500530,10113,2026-03-23,pending,online,CHF
500531,10094,2026-04-30,paid,mobile_app,CHF
500532,10118,2026-04-08,paid,store,CHF
500533,10237,2026-03-16,cancelled,mobile_app,CHF
500534,10198,2026-04-15,paid,online,CHF
500535,10081,2026-03-17,paid,mobile_app,CHF
500536,10109,2026-02-18,paid,mobile_app,CHF
500537,10051,2026-03-20,paid,store,CHF
500538,10245,2026-02-26,paid,store,CHF
500539,10147,2026-04-05,pending,store,CHF
500540,10170,2026-04-23,paid,online,CHF
500541,10035,2026-04-03,paid,store,CHF
500542,10046,2026-01-26,paid,store,CHF
500543,10154,2026-01-18,paid,online,CHF
500544,10243,2026-04-06,paid,store,CHF
500545,10069,2026-03-27,refunded,store,CHF
500546,10093,2026-02-07,paid,store,CHF
500547,10064,2026-03-22,paid,store,CHF
500548,10165,2026-03-28,pending,store,CHF
500549,10212,2026-03-29,pending,online,CHF
500550,10049,2026-02-19,paid,online,CHF
500551,10149,2026-01-08,paid,mobile_app,CHF
500552,10074,2026-02-10,paid,online,CHF
500553,10192,2026-01-06,paid,online,CHF
500554,10005,2026-03-10,paid,store,CHF
500555,10100,2026-02-13,paid,online,CHF
500556,10070,2026-03-05,refunded,mobile_app,CHF
500557,10090,2026-01-29,cancelled,mobile_app,CHF
500558,10004,2026-01-28,paid,online,CHF
500559,10126,2026-01-11,paid,store,CHF
500560,10231,2026-03-06,paid,store,CHF
500561,10039,2026-04-17,paid,store,CHF
500562,10242,2026-01-19,paid,mobile_app,CHF
500563,10163,2026-01-09,pending,online,CHF
500564,10129,2026-01-27,paid,online,CHF
500565,10024,2026-02-03,paid,store,CHF
500566,10057,2026-02-13,cancelled,online,CHF
500567,10100,2026-03-09,paid,store,CHF
500568,10070,2026-04-10,paid,store,CHF
500569,10041,2026-03-23,paid,store,CHF
500570,10182,2026-01-15,paid,online,CHF
500571,10174,2026-02-20,refunded,online,CHF
500572,10060,2026-01-13,paid,mobile_app,CHF
500573,10108,2026-03-24,paid,store,CHF
500574,10188,2026-02-18,paid,online,CHF
500575,10057,2026-03-11,refunded,online,CHF
500576,10031,2026-04-22,paid,store,CHF
500577,10084,2026-02-25,paid,online,CHF
500578,10152,2026-03-17,paid,online,CHF
500579,10217,2026-02-20,paid,online,CHF
500580,10036,2026-02-06,paid,mobile_app,CHF
500581,10213,2026-01-17,paid,online,CHF
500582,10158,2026-02-27,paid,store,CHF
500583,10152,2026-03-28,paid,online,CHF
500584,10108,2026-03-31,pending,store,CHF
500585,10106,2026-01-29,paid,store,CHF
500586,10158,2026-02-02,paid,store,CHF
500587,10086,2026-03-01,paid,online,CHF
500588,10220,2026-04-01,REFUNDED,online,CHF
500589,10135,2026-03-30,paid,store,CHF
500590,10163,2026-04-30,pending,online,CHF
500591,10183,2026-02-24,cancelled,mobile_app,CHF
500592,10220,2026-01-10,paid,store,CHF
500593,10014,2026-02-16,refunded,store,CHF
500594,10120,2026-01-23,paid,online,CHF
500595,10138,2026-03-26,paid,store,CHF
500596,10080,2026-01-21,pending,online,CHF
500597,10144,2026-04-17,paid,store,CHF
500598,10182,2026-01-13,paid,online,CHF
500599,10223,2026-04-11,paid,online,CHF
500600,10106,2026-02-02,paid,online,CHF
500601,10217,2026-01-24,cancelled,online,CHF
500602,10205,2026-04-18,paid,mobile_app,CHF
500603,10070,2026-01-11,paid,online,CHF
500604,10044,2026-01-17,paid,online,CHF
500605,10073,2026-03-09,paid,store,CHF
500606,10045,2026-02-16,pending,online,CHF
500607,10228,2026-01-25,paid,store,CHF
500608,10184,,refunded,online,CHF
500609,10107,2026-03-14,paid,store,CHF
500610,10084,2026-01-21,paid,online,CHF
500611,10082,2026-03-25,paid,store,CHF
500612,10250,2026-03-24,paid,online,CHF
